,SEG
58056,-70780616
58057,381191752
58058,74285856
58059,49515152
58060,101146468
58061,74147737
58062,-145986016
58063,-32363568
58064,-573444
58065,-41136361
58066,-5481779712
58067,32375392
58068,-47834840
58069,-93392896
58070,5493098359
58071,-48505472
58072,74378984
58073,-387578000
58074,66576745
58075,444763152
58076,-210966060
58077,994554648
58078,301738160
58079,-23769938144
58080,444457244
58081,-3744
58082,-236282944
58083,23309422728
58084,71088
58085,-517509848
58086,236273584
58087,20980928
58088,-438542496
58089,-29067760
58090,-438538584
58091,-48
58092,438502592
58093,543854248
58094,-7175472
58095,-144013144
58096,-278806488
58097,-682618384
58098,77562640
58099,77562584
58100,1593552
58101,-269729632
58102,56134912
58103,56134968
58104,-36300608
58105,-13083712
58106,-417471280
58107,34115656
58108,-430275104
58109,361377648
58110,361377704
58111,-148089928
58112,82214160
58113,-293500448
58114,54553352
58115,124146216
58116,338928704
58117,-25624928
58118,-373678728
58119,-6104248
58120,-439057232
58121,-74503544
58122,687189456
58123,-408381160
58124,45409064
58125,525458312
58126,137909584
58127,414600920
58128,456809392
58129,2559496
58130,-396180928
58131,55582632
58132,-7035036
58133,-25882944
58134,11523216
58135,-13394464
58136,19759836
58137,-74832
58138,-11528496
58139,25939976
58140,10496
58141,259662848
58142,-1390336
58143,-26112056
58144,13033177
58145,-233586640
58146,256980
58147,16808
58148,370109063
58149,-25999904
58150,12591452
58151,239023
58152,-396093728
58153,85136
58154,246824016
58155,397883764
58156,259696792
58157,584924832
58158,110238528
58159,-378153795
58160,110240632
58161,29376
58162,98999288
58163,565170288
58164,-47847200
58165,-258098085
58166,-152140316
58167,-585685848
58168,159810056
58169,-62767979
58170,181752740
58171,14257088
58172,-468156212
58173,-4584912
58174,-26768192
58175,238863320
58176,246780452
58177,-246535600
58178,-208747744
58179,7905856
58180,-254685104
58181,-194799144
58182,-444642832
58183,-243794640
58184,20176200
58185,441342056
58186,441340640
58187,-29579584
58188,-38850588
58189,4596496
58190,-505972672
58191,-74288416
58192,334944428
58193,-4614144
58194,580580804
58195,354317112
58196,-54954416
58197,27232128
58198,67380660
58199,-7430376
58200,215751944
58201,-280542880
58202,-395340056
58203,-244849728
58204,-218591736
58205,-6663272
58206,-6347632
58207,18548048
58208,-230681060
58209,-47914952
58210,-13049792
58211,-46276032
58212,310604436
58213,-440480488
58214,-475637024
58215,299781504
58216,-84530896
58217,494512136
58218,748342592
58219,35369810
58220,62383936
58221,321216048
58222,7480062
58223,-333015818
58224,-503612400
58225,-337768632
58226,-448686030
58227,-389125528
58228,441234176
58229,332802088
58230,579714096
58231,798018712
58232,59320028
58233,81443584
58234,-131831012
58235,-82030120
58236,-2864628
58237,-380091888
58238,-312031692
58239,624107
58240,-60719656
58241,231977024
58242,525047704
58243,-293339891
58244,22832
58245,95644912
58246,-223930472
58247,251643928
58248,-269793648
58249,-95634480
58250,-310254780
58251,-329898120
58252,-166527672
58253,-321502728
58254,-69778228
58255,1628072
58256,-187431720
58257,58180152
58258,106599056
58259,35059416
58260,350163784
58261,-10277520
58262,10106944
58263,273553976
58264,-38155588
58265,-350124424
58266,274304276
58267,-436278720
58268,-124592516
58269,248854208
58270,-726831124
58271,-303440336
58272,6000
58273,142870224
58274,273362712
58275,297239088
58276,447285680
58277,-450536400
58278,-240049768
58279,453477230
58280,-693594136
58281,398287808
58282,398287808
58283,-6761150
58284,686846616
58285,424759024
58286,424739296
58287,11343
58288,136262670
58289,-11746
58290,-414452672
58291,-4226911
58292,-131632206
58293,83755002
58294,194917712
58295,-324001464
58296,-87928880
58297,-542576680
58298,-239278776
58299,15383912
58300,302965512
58301,457566424
58302,9144848
58303,345099408
58304,-838871608
58305,-101350000
58306,351986376
58307,187276176
58308,379885080
58309,-758993176
58310,-700128944
58311,-944871512
58312,-422236760
58313,381977192
58314,700563824
58315,758222168
58316,695981520
58317,35539056
58318,-278322096
58319,-347380888
58320,-270660632
58321,347348928
58322,262523408
58323,347066728
58324,267938744
58325,1842423672
58326,1858744720
58327,527819
58328,-386521464
58329,-2236776632
58330,-1842871312
58331,-417889439
58332,574680320
58333,390563952
58334,95738688
58335,420522868
58336,-103999192
58337,-289588920
58338,88461592
58339,-33829170
58340,-80128160
58341,-59500592
58342,-569384840
58343,33173074
58344,-7687232
58345,64184
58346,385175120
58347,-348509048
58348,-341478720
58349,275968400
58350,-75992176
58351,-303893880
58352,302272096
58353,-408519304
58354,73155168
58355,851951400
58356,-627170988
58357,540604696
58358,-48869246
58359,-309304626
58360,633295164
58361,-107439552
58362,-24281284
58363,43393274
58364,-614038428
58365,-18482536
58366,94908466
58367,53047776
58368,639653084
58369,-224596312
58370,-371459792
58371,-639032336
58372,-658391364
58373,-382052652
58374,427871088
58375,653473632
58376,324835396
58377,3280
58378,-752199694
58379,-756544008
58380,-418651280
58381,-82540812
58382,-93832770
58383,28539168
58384,418695376
58385,28539552
58386,363505080
58387,323441280
58388,-55427224
58389,345026432
58390,21349152
58391,32480352
58392,-376267256
58393,-342899760
58394,-92240304
58395,47194096
58396,455941680
58397,3233792
58398,-247425720
58399,-138022912
58400,-138022912
58401,239988912
58402,-85823400
58403,-262009344
58404,-94268808
58405,6968528
58406,16303776
58407,320362176
58408,-242074672
58409,137017616
58410,466518256
58411,90432320
58412,590958672
58413,-384573264
58414,-396978880
58415,-413825008
58416,-571925344
58417,5099712
58418,4481752
58419,403290000
58420,353752592
58421,346058792
58422,369726864
58423,-371172248
58424,-314610016
58425,-384493608
58426,-408161672
58427,233237520
58428,184681288
58429,62069560
58430,429633128
58431,123592064
58432,221781584
58433,355911040
58434,-13228032
58435,9468480
58436,-46368912
58437,-72692544
58438,-80759168
58439,-443707056
58440,-399013744
58441,-369148288
58442,-359891456
58443,291294752
58444,115198528
58445,453383568
58446,455260288
58447,143138976
58448,344735864
58449,-423448184
58450,-404768648
58451,-759389896
58452,-777501088
58453,-18480
58454,3018752
58455,380080864
58456,229135696
58457,275372608
58458,492528
58459,398053488
58460,141611016
58461,152370984
58462,404042840
58463,-23815736
58464,315929120
58465,-153340496
58466,-62211136
58467,19689936
58468,-348496912
58469,-245356784
58470,60316672
58471,-153423856
58472,-49954240
58473,163987760
58474,-482304
58475,-304255344
58476,485124016
58477,233268680
58478,-470583296
58479,-13866664
58480,-474576800
58481,-406027816
58482,-22927523360
58483,36293704
58484,241324656
58485,-72111256
58486,22933793272
58487,-30023784
58488,-199128784
58489,-295870360
58490,476229672
58491,62311464
58492,340965144
58493,690356376
58494,-9625592
58495,-371089688
58496,86015296
58497,-319114816
58498,-404122608
58499,718807312
58500,-148485216
58501,377461568
58502,325616
58503,-98665464
58504,128579432
58505,-372840128
58506,-2191328
58507,-287491080
58508,-416070472
58509,-4292736
58510,-31249312
58511,36745560
58512,5493888
58513,-2192032
58514,31250744
58515,-27402440
58516,4372320
58517,253145920
58518,1928760
58519,29418352
58520,14570896
58521,12750064
58522,-29682160
58523,-14324320
58524,-15445888
58525,-211042690
58526,-41274048
58527,-356588000
58528,431976944
58529,315220978
58530,67692720
58531,367560800
58532,-427793920
58533,5726640
58534,416165376
58535,3022816
58536,25258528
58537,-368514704
58538,-167767552
58539,245375008
58540,-88395808
58541,-93994752
58542,142659984
58543,-356208
58544,406143072
58545,-22855311920
58546,-23331753432
58547,72728512
58548,-688330904
58549,-4584
58550,-7960
58551,-264569764
58552,1050325072
58553,22996902890
58554,23656237880
58555,659489596
58556,-626549544
58557,252972538
58558,-25776464
58559,-411182264
58560,659453016
58561,71465884
58562,-320921264
58563,-248852920
58564,-639016560
58565,-324992496
58566,329789472
58567,555031120
58568,-150636040
58569,10366472
58570,17458912
58571,163215608
58572,848374056
58573,851441904
58574,-5883756624
58575,-5936225720
58576,-5936712992
58577,-86834872
58578,5244375504
58579,5878562688
58580,5939069512
58581,-135812784
58582,829088920
58583,295296
58584,-93609608
58585,-314249968
58586,8180792
58587,-330978408
58588,-296988936
58589,74469824
58590,-183670928
58591,532006112
58592,344584248
58593,227806144
58594,-349732496
58595,-88977432
58596,-314357040
58597,-266471712
58598,345151552
58599,-447503008
58600,-35222296
58601,-68489920
58602,-345055496
58603,-414992
58604,-12963848
58605,-271198984
58606,238631472
58607,345727104
58608,313125734
58609,686080404
58610,-365833828
58611,40460160
58612,47918106
58613,-101463572
58614,406095672
58615,-14397520
58616,-654445872
58617,-289922408
58618,268587292
58619,-692168976
58620,-14497214
58621,15716160
58622,-867847282
58623,16353240
58624,16351478
58625,-17043752
58626,187809130
58627,-16440692
58628,-1856040
58629,322098312
58630,467622016
58631,73872
58632,-14571818
58633,-631920914
58634,-655490836
58635,-29120
58636,48494
58637,187874106
58638,187864036
58639,119767452
58640,631905116
58641,-191896706
58642,17985248
58643,206431792
58644,-761315784
58645,-48986670
58646,-300547448
58647,-390467704
58648,72080352
58649,343198368
58650,70165232
58651,185408416
58652,-64874336
58653,-315914528
58654,380733456
58655,133157088
58656,245524560
58657,-54704768
58658,-488699552
58659,-4809520
58660,204610352
58661,408391848
58662,420144216
58663,-346004488
58664,-424464232
58665,16352872
58666,56659264
58667,792895536
58668,797667584
58669,-228413356
58670,-454946296
58671,-355980736
58672,-300987440
58673,284282268
58674,510705288
58675,33728944
58676,-113252644
58677,-113307980
58678,-113195844
58679,-83760372
58680,45071120
58681,40024960
58682,73077904
58683,109856724
58684,68235716
58685,73321972
58686,-2556
58687,-33043098
58688,-33016636
58689,22400
58690,-258400
58691,-231186
58692,6847108
58693,-33039472
58694,7516936
58695,8471148
58696,-14107520
58697,-41009984
58698,-74641778
58699,-85247592
58700,-31587816
58701,4548848
58702,94455418
58703,549520040
58704,235548280
58705,233170992
58706,-469458248
58707,-922139904
58708,-238108176
58709,-219987672
58710,27098736
58711,402670920
58712,-5569160
58713,-57017812
58714,463124120
58715,52379983
58716,43279096
58717,-97631744
58718,-63880648
58719,-427917263
58720,-76621192
58721,97623104
58722,-74105832
58723,325102744
58724,2230182680
58725,2229847280
58726,-328628136
58727,-328628136
58728,-2570212568
58729,-2602583420
58730,266212488
58731,-55884312
58732,318392856
58733,351093800
58734,-318249976
58735,60594560
58736,91013088
58737,91013088
58738,466705824
58739,-32616488
58740,-443002864
58741,-317671704
58742,-12889864
58743,248933464
58744,427032728
58745,-125356928
58746,-429710496
58747,-147562528
58748,-325661792
58749,2228678016
58750,2228678048
58751,2500223320
58752,2500223344
58753,-1352132616
58754,-1352132640
58755,-2153591168
58756,-2153591184
58757,-875621408
58758,-458742864
58759,-30226336
58760,-33824640
58761,442021016
58762,-391574544
58763,498873424
58764,-200846312
58765,-294385776
58766,191632504
58767,-890448072
58768,-220627768
58769,-148107620
58770,-183355264
58771,-25776272
58772,41775088
58773,480123292
58774,445945256
58775,915134808
58776,316904264
58777,-238975032
58778,-129053432
58779,-479258616
58780,72826728
58781,200427504
58782,506985672
58783,496335504
58784,221732688
58785,36908584
58786,-212445936
58787,-652823248
58788,-25808
58789,-51475916
58790,-218476748
58791,200737392
58792,18624
58793,166364
58794,505009212
58795,-58769540
58796,-224166478
58797,218309920
58798,-1273110024
58799,-762448680
58800,62919654
58801,-2201580
58802,762446568
58803,809036772
58804,161231992
58805,-23580811404
58806,-23358882460
58807,-476703472
58808,30496
58809,23583054120
58810,23417511820
58811,488879784
58812,-165459120
58813,217136704
58814,-32419628
58815,-66908764
58816,-20012940
58817,-413987148
58818,32533468
58819,8439596
58820,-26196196
58821,-567196
58822,-30886352
58823,27556288
58824,46329680
58825,-14178888
58826,482741024
58827,10354240
58828,458627720
58829,32609944
58830,-483871488
58831,19968624
58832,-495425872
58833,12995140
58834,-11353776
58835,-30834992
58836,5329391
58837,-48767452
58838,-5993360
58839,163495
58840,-45164791
58841,-9741932
58842,10631064
58843,-12856815
58844,8
58845,15453996
58846,38738952
58847,44152408
58848,32453568
58849,-7074504
58850,-44212304
58851,-134624088
58852,6800488
58853,50766536
58854,-5216
58855,84201752
58856,-13077216
58857,-219736
58858,-881424
58859,11381928
58860,43032672
58861,-219987440
58862,-15524968
58863,-5522488
58864,-36713680
58865,148400584
58866,-11328736
58867,497375496
58868,-27364752
58869,20861224
58870,71804816
58871,-601918424
58872,-71613112
58873,-100464248
58874,-151131344
58875,6038152
58876,13905928
58877,93499872
58878,17042896
58879,111003372
58880,79810640
58881,-18844816
58882,76414876
58883,-44673980
58884,-21844096
58885,-344923568
58886,-387540188
58887,18898376
58888,-811920
58889,421676816
58890,387546488
58891,7077936
58892,57849192
58893,-38835272
58894,-295624
58895,6771376
58896,-38828040
58897,-11932912
58898,27838552
58899,-282192
58900,2258688
58901,-7094440
58902,39616096
58903,507384640
58904,50304740
58905,21565808
58906,-9722700
58907,-463537856
58908,-45700756
58909,-7178144
58910,-55970396
58911,5241648
58912,537824
58913,-157238280
58914,10263040
58915,840
58916,14196983
58917,69194168
58918,540008
58919,-136337808
58920,-100117359
58921,-9840
58922,-85916496
58923,85366248
58924,86266728
58925,86188672
58926,94742764
58927,498046936
58928,44750216
58929,3136
58930,-23850428
58931,-518661592
58932,-66265352
58933,50078816
58934,16832592
58935,35365780
58936,-64734384
58937,-5486912
58938,-33040
58939,-4755636
58940,131070300
58941,-43877856
58942,-730816
58943,-459886720
58944,-44816188
58945,-931840
58946,-63952
58947,447368432
58948,-3427872
58949,986832
58950,-23504
58951,-1892160
58952,-22150992
58953,-26275760
58954,44230160
58955,-445476272
58956,26222648
58957,26624784
58958,-64082160
58959,438238624
58960,-13201464
58961,30185528
58962,64294144
58963,-77689976
58964,57650576
58965,-32202424
58966,219296
58967,132214056
58968,-31902488
58969,1069856
58970,-18929392
58971,-41212816
58972,-12484952
58973,-410368
58974,-45218816
58975,-8862864
58976,-19606400
58977,-18576478
58978,20235568
58979,52187260
58980,56736432
58981,16478014
58982,5121740
58983,5799492
58984,-38774880
58985,-16467044
58986,-5029532
58987,-48010848
58988,38749216
58989,19587812
58990,-5128224
58991,-5544176
58992,6892352
58993,54735976
58994,48377600
58995,-2608832
58996,-43825360
58997,-60926392
58998,-13481400
58999,12412184
59000,43817776
59001,19263063
59002,13473032
59003,45383
59004,-38380112
59005,-7344631
59006,-965120
59007,-4299023
59008,18444576
59009,-6359743
59010,-49951952
59011,-8012816
59012,-10849881
59013,-405487897
59014,5375792
59015,5290920
59016,17324337
59017,432473440
59018,2733545
59019,2729504
59020,-31175324
59021,-26994280
59022,-1758713
59023,48190584
59024,-5546068
59025,-25886448
59026,-5633480
59027,-55372672
59028,-20333200
59029,-1450792
59030,-5625256
59031,-396588464
59032,12903536
59033,-3745544
59034,-4019936
59035,386859824
59036,-13234136
59037,30586032
59038,-73082848
59039,-385398912
59040,-367699416
59041,-59437096
59042,-127375632
59043,258729672
59044,294193200
59045,-40327040
59046,117881984
59047,62604704
59048,83032096
59049,82590368
59050,78839728
59051,68336264
59052,5577072
59053,17688643
59054,-81976504
59055,-1822448
59056,-8604568
59057,-11279
59058,100593864
59059,13304848
59060,64177280
59061,473508
59062,44804784
59063,43802736
59064,-54682720
59065,163968
59066,-34493872
59067,-44441713
59068,16385320
59069,1158943
59070,-9975357
59071,37732161
59072,-226795168
59073,-1782475
59074,-228640291
59075,-51036848
59076,207346832
59077,7975576
59078,215355924
59079,13380320
59080,7471080
59081,-20722476
59082,24385148
59083,-13375646
59084,5911072
59085,27588504
59086,-416567808
59087,-4181314
59088,-17557528
59089,22901224
59090,419328472
59091,66501728
59092,-125570600
59093,-63389168
59094,-156693616
59095,-80776920
59096,-85508216
59097,24645200
59098,142882184
59099,33525240
59100,230080824
59101,25716640
59102,-143080416
59103,-116960
59104,-127920
59105,-27572064
59106,-259775792
59107,42749920
59108,-28802160
59109,4156592
59110,397259664
59111,-43236736
59112,19497936
59113,-9248528
59114,-14373504
59115,882224
59116,9246432
59117,10120272
59118,-7456312
59119,-29070304
59120,-28753616
59121,-29201008
59122,108
59123,3844688
59124,9418696
59125,26003008
59126,3935004
59127,-255648
59128,-9550632
59129,-8953488
59130,48037232
59131,23028368
59132,35945816
59133,32978032
59134,-48183440
59135,-8931960
59136,-21038784
59137,-9911836
59138,-5548664768
59139,219857400
59140,-265736
59141,-13846260
59142,5554563896
59143,-228248744
59144,-23334063816
59145,-23346220268
59146,4800524
59147,-5770208
59148,23341317512
59149,23341154892
59150,-45371060
59151,22733880
59152,4890228
59153,216330928
59154,64649504
59155,38501808
59156,45961228
59157,-160628240
59158,16666352
59159,-14703808
59160,-449188
59161,-26804832
59162,43696
59163,26849488
59164,-43810028
59165,-28328240
59166,-84831336
59167,-4794320
59168,-459866632
59169,-123520
59170,-296067928
59171,-50773680
59172,504056856
59173,28377728
59174,351489968
59175,-690112
59176,-402946920
59177,-467385248
59178,-436952768
59179,-436911767
59180,-85534536
59181,208558016
59182,476110624
59183,950966423
59184,478119424
59185,217204192
59186,474917416
59187,-455689704
59188,-53382204
59189,53382656
59190,-473017416
59191,-17236376
59192,51553420
59193,-27375944
59194,-216007456
59195,-216032264
59196,-25546800
59197,27323224
59198,-277788448
59199,-282096696
59200,-470765624
59201,-493780688
59202,59356136
59203,455484976
59204,498111112
59205,302981408
59206,243625224
59207,-178736064
59208,-221362200
59209,198181648
59210,190452856
59211,-213084520
59212,178736040
59213,9497248
59214,-18180080
59215,451302840
59216,59758256
59217,-35406248
59218,-456660648
59219,-492065436
59220,-260448
59221,-475366880
59222,-18706360
59223,5436060
59224,-213152448
59225,297635020
59226,510843464
59227,451217584
59228,204199296
59229,196251228
59230,15408328
59231,19294584
59232,465714344
59233,80492304
59234,441559576
59235,10346608
59236,-491015080
59237,393880312
59238,-411557008
59239,463249704
59240,7852616
59241,-492596240
59242,400879312
59243,-429591552
59244,472610728
59245,19135544
59246,-468801376
59247,-63405824
59248,-462391160
59249,44802416
59250,468661392
59251,74884656
59252,-12755760
59253,-44994224
59254,-283848
59255,-7761184
59256,-428226880
59257,44993760
59258,-468380840
59259,-111066860
59260,-34869132
59261,-64322462
59262,-469575088
59263,43967676
59264,456886212
59265,43206
59266,456580104
59267,63414096
59268,-302228
59269,63229816
59270,4632
59271,-522170896
59272,481362116
59273,78384
59274,-27103348
59275,494766200
59276,25000
59277,-45670768
59278,40032676
59279,-52584784
59280,-482877440
59281,50705264
59282,-557256280
59283,-575908384
59284,-97851056
59285,-167667032
59286,8
59287,691597656
59288,100540288
59289,111987848
59290,579826256
59291,-73112512
59292,15581056
59293,-426836824
59294,-73494184
59295,-277919872
59296,-192350812
59297,393242600
59298,-383665432
59299,213329168
59300,205967452
59301,-56201544
59302,344510256
59303,-79073808
59304,-148119768
59305,-26288424
59306,-26288416
59307,39862724
59308,-274911868
59309,-348164472
59310,25577280
59311,-397142532
59312,-26145060
59313,32822120
59314,-397629936
59315,430543472
59316,-40723240
59317,-40723248
59318,431504304
59319,-125144040
59320,425743480
59321,425743480
59322,35431304
59323,576335432
59324,-391270800
59325,-391270768
59326,-378354840
59327,-867370248
59328,248894920
59329,325770712
59330,278823592
59331,-118191752
59332,68025264
59333,-8850568
59334,69119416
59335,118595808
59336,-68025264
59337,-282599432
59338,-351743288
59339,8856552
59340,656777056
59341,281723800
59342,-188845240
59343,292378416
59344,-534317888
59345,100188448
59346,92651112
59347,-327904680
59348,-117337392
59349,-162216296
59350,478106368
59351,65340232
59352,-250549872
59353,162546504
59354,-447656368
59355,377188480
59356,-37881120
59357,-161641552
59358,334188176
59359,-77890536
59360,359900608
59361,94222464
59362,46379264
59363,92752456
59364,-351157296
59365,-374815096
59366,-23293472
59367,-69666664
59368,414291432
59369,412572072
59370,-397949712
59371,42664
59372,-62727168
59373,-389107464
59374,491223688
59375,-293457488
59376,-318402320
59377,-40949984
59378,-28115144
59379,358573656
59380,24904696
59381,78803480
59382,-387615664
59383,-397548112
59384,216395528
59385,219816960
59386,252070312
59387,903353608
59388,-380155656
59389,-290918152
59390,140057808
59391,-629777928
59392,398401424
59393,436321584
59394,-526728320
59395,-191977748
59396,-259529024
59397,-147494088
59398,95744040
59399,-110521628
59400,396998632
59401,105953744
59402,394789592
59403,403605464
59404,-406136864
59405,-51698424
59406,-51698448
59407,-447404312
59408,382742576
59409,-232869360
59410,497394112
59411,819679992
59412,-593024
59413,-2015648
59414,-831092696
59415,-766488584
59416,-431043912
59417,307816432
59418,294049176
59419,411475944
59420,435930824
59421,-380698280
59422,-264613872
59423,28288
59424,-137249504
59425,248294760
59426,251111440
59427,-387076512
59428,-283532584
59429,-236174544
59430,-249282064
59431,251064576
59432,284798312
59433,-62584896
59434,-31734296
59435,766865232
59436,-361536532
59437,24433492
59438,279781800
59439,-1128288600
59440,77768
59441,371438716
59442,92027216
59443,70776392
59444,77496668
59445,-380247712
59446,-395763696
59447,79422424
59448,72737648
59449,382834528
59450,398365824
59451,396141648
59452,386380992
59453,79581472
59454,79541648
59455,-6901872
59456,2774896
59457,-177950788
59458,-23272128
59459,-220863088
59460,-477193716
59461,151396292
59462,6613206
59463,42908892
59464,453974292
59465,-193782928
59466,5774154
59467,-299323428
59468,-3081536
59469,-267008084
59470,-12422912
59471,54712424
59472,-454306112
59473,-20
59474,-557999456
59475,345681340
59476,475959824
59477,460920126
59478,504447624
59479,-824
59480,-72157572
59481,-50397046
59482,-4848
59483,36529768
59484,36540020
59485,36467512
59486,-5377920
59487,-36676668
59488,-36393056
59489,-36407528
59490,5504184
59491,84001376
59492,37729088
59493,49961888
59494,53418720
59495,-429509824
59496,3626256
59497,-49939888
59498,-3535040
59499,382076848
59500,-41350004
59501,4040
59502,33499496
59503,444834531
59504,-48136764
59505,-82914056
59506,-166271192
59507,-564015699
59508,-34771184
59509,-128448
59510,152345872
59511,-18712584
59512,-318198764
59513,-191553340
59514,-412943180
59515,-271394660
59516,24806848
59517,333743052
59518,114805948
59519,403784028
59520,436645668
59521,-28312536
59522,288064576
59523,371424
59524,-194656904
59525,20865496
59526,-10391320
59527,-29266920
59528,134190304
59529,-51805576
59530,-18167464
59531,49971896
59532,58187328
59533,-97248032
59534,26590007
59535,-12974096
59536,37887696
59537,54528552
59538,-82457447
59539,13761016
59540,-431598192
59541,101034704
59542,120966496
59543,31692056
59544,394692496
59545,44235984
59546,-11402160
59547,17309232
59548,25283440
59549,449536
59550,-12086920
59551,-41592608
59552,4816880
59553,-102532016
59554,-75986416
59555,-157409776
59556,-117327320
59557,-6107128
59558,111412328
59559,646388016
59560,80983544
59561,90139064
59562,-59005904
59563,-509401776
59564,117928
59565,-41452544
59566,-11505280
59567,-324925624
59568,-56466392
59569,3146072
59570,6887024
59571,337669448
59572,56140992
59573,8497752
59574,4514130
59575,4938572
59576,8022344
59577,-2875280
59578,-524962
59579,-5482028
59580,-8908504
59581,44216784
59582,54725728
59583,6871072
59584,-57360544
59585,7281952
59586,-58086888
59587,44513296
59588,108851344
59589,-106765680
59590,7699336
59591,452792720
59592,-57081978
59593,49647494
59594,50610416
59595,-458615584
59596,25133414
59597,-10666118
59598,459763376
59599,383078224
59600,409206686
59601,445030112
59602,-459489024
59603,-383201904
59604,-377078154
59605,-376985543
59606,-6170384
59607,-5608718912
59608,-5614839072
59609,-5614259433
59610,-5615752420
59611,5618948600
59612,5618921912
59613,5612840016
59614,5625974788
59615,-5618949304
59616,-451191592
59617,1616
59618,-38327368
59619,5580612944
59620,440976432
59621,-5083760
59622,-68188608
59623,34319176
59624,-15967168
59625,6186048
59626,107090792
59627,-14319120
59628,-26114560
59629,-106106784
59630,-69756208
59631,-31844556
59632,2139216
59633,51789986
59634,-379861760
59635,-82577980
59636,-82582584
59637,-10557410
59638,398858640
59639,74094728
59640,77908296
59641,20762416
59642,429822400
59643,432909880
59644,513810440
59645,607793384
59646,261940432
59647,11528700
59648,153408840
59649,-173596110
59650,-19416336
59651,220245188
59652,-226614324
59653,258156454
59654,-236386080
59655,-6242052992
59656,-6035245916
59657,-6293714096
59658,-6035473152
59659,-14241632
59660,6035260300
59661,382384
59662,6035473000
59663,-2693088
59664,-6036477660
59665,586416
59666,-6036466440
59667,2252656
59668,291072
59669,-3785136
59670,-1953520
59671,6576
59672,6106199176
59673,23445680
59674,6108368552
59675,6106404936
59676,-128576
59677,6087516232
59678,-8058480
59679,-1021984
59680,-6693904
59681,-2603664
59682,8270432
59683,37605376
59684,-1359664
59685,-7391408
59686,-7885984
59687,-43346512
59688,4784496
59689,7414384
59690,-17275744
59691,-7783024
59692,-3197680
59693,-6513680
59694,-3922560
59695,8149184
59696,-6078054544
59697,-6099949944
59698,-6079421240
59699,-12722808
59700,6065446376
59701,6100000512
59702,6104961512
59703,12425240
59704,12672664
59705,-17245784
59706,-21586752
59707,-6099788264
59708,-6100295832
59709,-6083077512
59710,-6080665736
59711,6106738408
59712,-1626416
59713,26563536
59714,-918032
59715,-6106690856
59716,2301776
59717,-25892000
59718,6208697992
59719,-4656
59720,-391232
59721,14319584
59722,-6208904904
59723,8575046
59724,7767438040
59725,7752708404
59726,248064
59727,7760037906
59728,-7767345256
59729,-7767041380
59730,6207279408
59731,-7768222248
59732,-331664
59733,6029911024
59734,-1069109888
59735,5571617152
59736,1132096
59737,-6030475808
59738,-5138117776
59739,-5572014992
59740,-885824
59741,381104
59742,-64000
59743,85488
59744,161680
59745,-228800
59746,-1818240
59747,1172896
59748,6047535484
59749,6024320080
59750,5573840648
59751,5590847488
59752,-455586908
59753,-860694232
59754,-328496664
59755,-348587544
59756,-425230176
59757,3277576
59758,-110844208
59759,-110845023
59760,-8003056
59761,273019168
59762,464019608
59763,266998591
59764,-1724560
59765,-272936012
59766,49079340
59767,269552440
59768,452047464
59769,446319620
59770,-26031852
59771,-15879440
59772,44114616
59773,22913496
59774,33629128
59775,400
59776,-26580752
59777,-9308984
59778,-7115312
59779,453112040
59780,1623392
59781,1450680
59782,138152
59783,-453043912
59784,17953936
59785,17969888
59786,-11649104
59787,-25082816
59788,-6616000
59789,-17966832
59790,11650632
59791,470564232
59792,4872
59793,287950656
59794,1118768
59795,-448150968
59796,35636952
59797,188288088
59798,-7680416
59799,491482400
59800,-27094728
59801,-464738320
59802,-141976
59803,-204849904
59804,-34508840
59805,-26380128
59806,14220712
59807,-324327824
59808,-680464
59809,6263932
59810,-40589432
59811,410928
59812,427496
59813,478698236
59814,-48
59815,-223065696
59816,484836568
59817,-453953712
59818,485170304
59819,223559480
59820,-450181712
59821,-31134256
59822,-485161240
59823,-15720
59824,-34188244
59825,-34486472
59826,27209792
59827,-5863840
59828,-5872716
59829,-899552
59830,-96648760
59831,275008
59832,7017256
59833,504872784
59834,-38998536
59835,474477624
59836,-110275000
59837,-474054184
59838,-303661848
59839,-924024832
59840,103575120
59841,-377923352
59842,407402472
59843,2239952
59844,-442295616
59845,209064976
59846,-63309448
59847,467210520
59848,462091072
59849,213510632
59850,94449448
59851,-19932072
59852,-1322488
59853,-148604336
59854,-30690272
59855,-27620
59856,12670952
59857,122008704
59858,19267136
59859,37962204
59860,-27858576
59861,-15149120
59862,-83133408
59863,-52714208
59864,-66454784
59865,-2865168
59866,101435808
59867,20464864
59868,52904928
59869,-10683520
59870,-480624768
59871,-447976144
59872,48232384
59873,2525416
59874,446890752
59875,273940024
59876,-206387120
59877,12258680
59878,-165038864
59879,3872
59880,5258726
59881,26634512
59882,47266552
59883,173556152
59884,194284778
59885,-45973952
59886,117778600
59887,-606960
59888,-67648
59889,13981712
59890,-117781616
59891,628832
59892,-25907200
59893,5366544
59894,117759520
59895,-165664320
59896,14804736
59897,-470444160
59898,-172937756
59899,180460656
59900,-30311376
59901,297496628
59902,-297314884
59903,24477296
59904,-102904880
59905,213005516
59906,485504128
59907,171120
59908,131804800
59909,-26043616
59910,75792
59911,-157870256
59912,12828240
59913,-6936746
59914,25147584
59915,124815860
59916,-27148184
59917,32858890
59918,-12837840
59919,5406668
59920,31339096
59921,-27500336
59922,-15225536
59923,-55888
59924,-64286176
59925,570870904
