,SEG
176075,61081912
176076,-30167280
176077,-33682992
176078,-25810824
176079,11376256
176080,151800
176081,1122232
176082,29496656
176083,-42686032
176084,-480710076
176085,40429704
176086,449587952
176087,225436256
176088,966409124
176089,-9109768
176090,-227886472
176091,-238199128
176092,-234034288
176093,26823064
176094,-235487760
176095,2868936
176096,33099120
176097,-35490680
176098,144136
176099,-5639363504
176100,175759656
176101,406377532
176102,407503448
176103,6046843520
176104,50992984
176105,1722842964
176106,59881840
176107,564552
176108,-87090816
176109,-1643995576
176110,33590512
176111,77161040
176112,145730320
176113,-1277564
176114,-17027152
176115,-1280392
176116,-139270400
176117,19457028
176118,-69419720
176119,19461096
176120,139269960
176121,-33955120
176122,70825608
176123,-18071696
176124,-49560792
176125,-385293416
176126,17037160
176127,-1383840
176128,-825352
176129,378907968
176130,-33193880
176131,1386144
176132,-40343544
176133,20848528
176134,14756703
176135,-593742560
176136,-571470456
176137,-16160760
176138,-14961479
176139,577231632
176140,186229807
176141,35510040
176142,-577402040
176143,-379549896
176144,11452009
176145,-420819888
176146,147251344
176147,395967864
176148,-10738296
176149,-3904600
176150,38983792
176151,-16423080
176152,-723840
176153,10726443
176154,4518832
176155,-386251412
176156,3688672
176157,-6922665
176158,-635392
176159,469076
176160,-1761096
176161,-640314
176162,859412
176163,228576
176164,2522904
176165,13552064
176166,-4728100
176167,-5166048
176168,2753048
176169,1127676
176170,4734912
176171,-186521532
176172,-193436780
176173,-18482396
176174,1285328
176175,-5507413332
176176,-5532572356
176177,358925808
176178,400055328
176179,5698204739
176180,5723563872
176181,-347536480
176182,-445044520
176183,-43654663
176184,-43856032
176185,-54197936
176186,39036536
176187,430291924
176188,-11610672
176189,2092761560
176190,10445264
176191,-426840624
176192,52548072
176193,-2045706432
176194,-8847936
176195,37578992
176196,92904
176197,-2621496
176198,16875456
176199,1973216
176200,16609336
176201,2189968
176202,-17373456
176203,-2719904
176204,-17556716
176205,-277571432
176206,-512500984
176207,-312126376
176208,-309699460
176209,275500176
176210,472268272
176211,312630100
176212,319503072
176213,-40869192
176214,-470330464
176215,377488876
176216,-614232560
176217,-79848
176218,520847868
176219,-690124480
176220,1007061088
176221,-558483904
176222,-614912476
176223,-210118928
176224,-399716334
176225,608934328
176226,607126200
176227,522533032
176228,-4063928
176229,7246696
176230,-2059136
176231,-40588648
176232,1773118
176233,389346512
176234,2138800
176235,42928136
176236,424568752
176237,-404197316
176238,-38494368
176239,445551312
176240,-426301832
176241,383820292
176242,36061616
176243,-447969240
176244,1393768
176245,-383511672
176246,2506496
176247,454208
176248,5916016
176249,-395272
176250,-1998312
176251,-504888
176252,-5855136
176253,-2329048
176254,-555048
176255,430728
176256,-47696
176257,10720
176258,-16608
176259,4060136
176260,-188503472
176261,-188540112
176262,377644640
176263,-638770840
176264,978192
176265,-248249040
176266,-565148141
176267,197472552
176268,147115712
176269,249237304
176270,147105773
176271,439132280
176272,42789352
176273,188060528
176274,40444624
176275,-2381224
176276,420980560
176277,242483144
176278,230510608
176279,406125904
176280,-404560000
176281,-5961374272
176282,193929060
176283,18350248
176284,302110840
176285,6059943856
176286,-102285508
176287,-32928776
176288,15136672
176289,130920192
176290,1938088
176291,1657851160
176292,1713349264
176293,15769272
176294,164160248
176295,-1651954420
176296,-1707815096
176297,-99178628
176298,-40352176
176299,-73365524
176300,25784
176301,-47486884
176302,-86719856
176303,127526272
176304,-6038163600
176305,-6060690416
176306,128852584
176307,-6170677536
176308,6184914136
176309,6207798848
176310,-6194358664
176311,6209131296
176312,-113059632
176313,-113432280
176314,6192649312
176315,-6208749360
176316,-51537746
176317,-6079589392
176318,-40410240
176319,6191206128
176320,18190858
176321,6176805032
176322,-50013488
176323,-83632240
176324,63408816
176325,-151116821
176326,7437904
176327,-18353456
176328,-34828288
176329,39825157
176330,-28911720
176331,3984
176332,14328
176333,9324536
176334,-47964144
176335,-4080
176336,-10288
176337,-10288
176338,76863560
176339,34844736
176340,-9289688
176341,-9289696
176342,-63403264
176343,-10155424
176344,-6074998912
176345,-19225032
176346,110237440
176347,-42502320
176348,6100019456
176349,-6822000
176350,-116995240
176351,-10426672
176352,-43978776
176353,112796240
176354,-15208360
176355,43354896
176356,-19735832
176357,-106370064
176358,41228672
176359,-63731712
176360,68993328
176361,99494144
176362,79900114
176363,67823320
176364,14905032
176365,-54862312
176366,-34677594
176367,681216
176368,-16337120
176369,20212560
176370,-16313952
176371,16002240
176372,1231696
176373,-15092560
176374,33284096
176375,74824296
176376,13469992
176377,-30147472
176378,-15932352
176379,-95600080
176380,-18557464
176381,29197456
176382,-49639552
176383,-50700501
176384,-6106934408
176385,-6599648
176386,-6078533496
176387,-6055626331
176388,-3712
176389,370296
176390,6072383536
176391,6072374848
176392,-7648
176393,-6103116592
176394,-6072526592
176395,-6072849776
176396,-31440
176397,-1803344
176398,22861256
176399,7798506272
176400,7798066464
176401,6201920144
176402,5325944
176403,-1601509840
176404,-1588630256
176405,1569062808
176406,-28023696
176407,-6196532912
176408,1560400376
176409,-7770931931
176410,-450944
176411,-432944
176412,-7769780552
176413,6124789427
176414,5721145312
176415,6145473648
176416,5121770912
176417,-1003010976
176418,361203808
176419,-63119360
176420,974179608
176421,974179064
176422,14061656
176423,1688947872
176424,43995016
176425,43995560
176426,9324864
176427,-541752
176428,-33147648
176429,-77678880
176430,-64394504
176431,-1652184728
176432,2636984
176433,-6038159392
176434,32337796
176435,-55831312
176436,62862248
176437,-17202944
176438,122217572
176439,133157248
176440,-99078456
176441,7763414408
176442,-662274992
176443,-6193896832
176444,-6071648824
176445,-1561310440
176446,511191856
176447,6042813768
176448,5719424480
176449,-488013840
176450,-318686376
176451,-318996584
176452,4431968
176453,-1569744
176454,-6247184
176455,-41291112
176456,-522044476
176457,-35166040
176458,-39151064
176459,-3754224
176460,473800564
176461,-151070976
176462,-148188720
176463,43685672
176464,42216104
176465,187168504
176466,152513496
176467,-576477660
176468,11448896
176469,-36008784
176470,-4165584
176471,529127796
176472,360788200
176473,475102640
176474,250269808
176475,200175576
176476,-436552680
176477,-134452736
176478,-275648800
176479,-221727976
176480,-79715152
176481,-971340064
176482,-601391408
176483,-453637808
176484,-373910976
176485,544720792
176486,346466072
176487,385000024
176488,68361776
176489,-53501640
176490,184741918
176491,-41580372
176492,275067244
176493,-385599568
176494,-39977334
176495,11504
176496,-345701708
176497,451380992
176498,6192
176499,6192
176500,-64785860
176501,-476259944
176502,-379545248
176503,-275842908
176504,464034388
176505,266418984
176506,-6091408
176507,357942272
176508,28556816
176509,112281280
176510,353840224
176511,-113895316
176512,464115704
176513,-449314080
176514,383728
176515,-380912652
176516,-589342744
176517,437978348
176518,-362126592
176519,548242148
176520,-299666224
176521,-299666224
176522,465654816
176523,-479873796
176524,314478784
176525,314478924
176526,-112986816
176527,-32704352
176528,82964064
176529,-357311384
176530,40686080
176531,-8585764
176532,-367164928
176533,495326768
176534,-384885888
176535,559264
176536,281102128
176537,-457424704
176538,8130960
176539,8130960
176540,-312030944
176541,32780448
176542,61992316
176543,-24205580
176544,31033744
176545,-33554052
176546,365231028
176547,442726156
176548,377897472
176549,-45903388
176550,59953936
176551,35150216
176552,44754048
176553,435920736
176554,-68657808
176555,-82244548
176556,-68652640
176557,68380
176558,-43392
176559,1941568
176560,-41618580
176561,-386027532
176562,-41566656
176563,3541612
176564,41629316
176565,332535440
176566,-31626928
176567,-28463820
176568,-72211248
176569,-16586212
176570,3171472
176571,-2384832
176572,-262596
176573,-3181372
176574,-2855820
176575,-423632
176576,2384052
176577,72607632
176578,-11803620
176579,-11705696
176580,-2159600
176581,-71586612
176582,12465152
176583,12367968
176584,14188
176585,9380
176586,75602352
176587,-354965456
176588,-20892
176589,-20672
176590,-75450928
176591,349428992
176592,2515904
176593,2520492
176594,2290000
176595,8036000
176596,4524
176597,-12380
176598,-314869920
176599,100164256
176600,-8061324
176601,-8044420
176602,314811488
176603,-168478560
176604,7836640
176605,7836640
176606,-3125712
176607,-283063520
176608,-351153140
176609,4532
176610,-11283648
176611,336812188
176612,336949492
176613,-319268000
176614,213945088
176615,84214688
176616,-52648928
176617,5642832
176618,-268473472
176619,14181804
176620,-306051360
176621,-59283328
176622,152924880
176623,-399179292
176624,431165848
176625,398533936
176626,-468281400
176627,-69091580
176628,-207538064
176629,-174907888
176630,51039960
176631,51029412
176632,-208563536
176633,-199328280
176634,-50980952
176635,278841684
176636,303439752
176637,426855712
176638,329822652
176639,238068056
176640,157531944
176641,36481400
176642,167904684
176643,-85597360
176644,-4922072
176645,-16532106
176646,-27676360
176647,-12242352
176648,39904672
176649,505379278
176650,517691160
176651,517691152
176652,514150904
176653,-45504108
176654,-45500392
176655,-45818320
176656,-94508536
176657,-18698112
176658,136199400
176659,45336
176660,136518216
176661,18427536
176662,-90693448
176663,3224
176664,-147355856
176665,118498904
176666,-64204936
176667,45775631
176668,8200
176669,-77670824
176670,-6021711772
176671,-75895663
176672,-19221840
176673,-70931688
176674,5359923060
176675,71518104
176676,-135587800
176677,-9248
176678,650102096
176679,-53162352
176680,3354579
176681,-650103368
176682,-124940056
176683,-18345928
176684,-4540635
176685,-645933728
176686,-5893564880
176687,-6018499296
176688,207701816
176689,1160350272
176690,5883623072
176691,5883297176
176692,-50406160
176693,10708400
176694,-1167678344
176695,-10383917
176696,69304
176697,-7286312
176698,1165475088
176699,-1150963307
176700,-157692672
176701,-1164279856
176702,1399088
176703,1159802448
176704,139086040
176705,1161286816
176706,563512
176707,-5881755936
176708,-6020499192
176709,84496
176710,155660112
176711,5999811122
176712,6017919008
176713,-5894997602
176714,-155913176
176715,-5999821010
176716,-134708336
176717,5886541026
176718,63609
176719,6137830032
176720,363499344
176721,262953240
176722,255754244
176723,-6147093632
176724,-15574216
176725,24684
176726,-1092781
176727,6148214725
176728,53172128
176729,1086385
176730,-267659080
176731,-264119773
176732,-43020320
176733,-268764101
176734,393678008
176735,264105733
176736,-102358248
176737,-1007515
176738,-389000835
176739,-1416266968
176740,-255721856
176741,178920171
176742,173216755
176743,1452685115
176744,198012528
176745,-23045750784
176746,-23045750784
176747,-49128920
176748,44997848
176749,23176598528
176750,23097548572
176751,21335128
176752,-46641688
176753,-155269408
176754,18437916
176755,-62758904
176756,3731040
176757,-371685362
176758,-414044944
176759,34269560
176760,-435822384
176761,-12352654
176762,327559332
176763,-18337752
176764,525690856
176765,383180004
176766,-387657412
176767,-450670072
176768,-521156296
176769,-376871124
176770,-6156012
176771,-6767216
176772,-8972384
176773,446537824
176774,482034916
176775,-59768042
176776,-57209480
176777,-508649052
176778,-534594780
176779,1938846
176780,29412936
176781,-6779396
176782,36583780
176783,1934764
176784,11870304
176785,24819416
176786,562608
176787,35122720
176788,-508488424
176789,-16030560
176790,4540992
176791,-383250184
176792,-5144328152
176793,466831768
176794,519144448
176795,907022232
176796,6100141904
176797,21782032
176798,-71851008
176799,-71345440
176800,495136
176801,491520
176802,491520
176803,12407296
176804,-6703392
176805,-6699776
176806,-6699776
176807,-19136512
176808,-11776
176809,-11776
176810,-14048
176811,-6094042048
176812,-441068512
176813,-509420776
176814,-645486776
176815,5641091808
176816,-25295816
176817,68347592
176818,204393336
176819,-4640
176820,-430275288
176821,-48727600
176822,-49782288
176823,-513332832
176824,-71681328
176825,-478513792
176826,-477428864
176827,-2009168
176828,376483840
176829,376487944
176830,376487952
176831,376487936
176832,20488
176833,16392
176834,16368
176835,16392
176836,16392
176837,16368
176838,16392
176839,16392
176840,100901488
176841,101248464
176842,107259224
176843,150677264
176844,82800
176845,-85448
176846,43420192
176847,-48730608
176848,-112528
176849,-27304760
176850,-105864320
176851,-57106960
176852,-56011120
176853,-31617952
176854,43120
176855,28224
176856,31872
176857,2652864
176858,40752
176859,28560
176860,21472
176861,-25536
176862,-21440
176863,8160
176864,7712
176865,-2314208
176866,-2222480
176867,-2387808
176868,-1082912
176869,1288048
176870,1195184
176871,1343248
176872,48448
176873,55648
176874,60192
176875,-6762320
176876,-6708384
176877,-6793088
176878,-6764608
176879,97760
176880,6606688
176881,198896
176882,248784
176883,47052736
176884,-4602288
176885,1884736
176886,1802384
176887,-45023088
176888,89376
176889,118816
176890,-7274048
176891,-7280080
176892,-7297104
176893,-2490448
176894,60720
176895,22880
176896,37840
176897,-4810496
176898,344224
176899,415072
176900,386064
176901,399888
176902,94704
176903,-6922416
176904,-13838560
176905,-13537072
176906,-13523072
176907,-14922096
176908,-7973056
176909,-8231680
176910,-7921824
176911,497328
176912,436400
176913,20882944
176914,32171632
176915,26224144
176916,222944
176917,-20272896
176918,-31878480
176919,-26010192
176920,878496
176921,192048
176922,145520
176923,951200
176924,457232
176925,-4927648
176926,-4857984
176927,-5638192
176928,-6165856
176929,-81104
176930,51104
176931,8051632
176932,8032208
176933,77793184
176934,77622496
176935,69619584
176936,56128
176937,-69653056
176938,-69656448
176939,-69730720
176940,7425088
176941,-7008
176942,-7954096
176943,-15080000
176944,-22456304
176945,-15111920
176946,-7127552
176947,76720
176948,50688
176949,74560
176950,41520
176951,63728
176952,76880
176953,84400
176954,169632
176955,195648
176956,107328
176957,178912
176958,222048
176959,181776
176960,210688
176961,382832
176962,591580376
176963,82260000
176964,43549712
176965,223631136
176966,-591434232
176967,-50172336
176968,-42140640
176969,-222473616
176970,1261024
176971,-37230400
176972,-6625248
176973,-6569936
176974,-7197168
176975,-969872
176976,18676800
176977,166364320
176978,6398368
176979,1931280
176980,-17582560
176981,-165310080
176982,-5810464
176983,98720
176984,97456
176985,117056
176986,-36724128
176987,-37853856
176988,-37869536
176989,-37904720
176990,46080
176991,45664
176992,37892192
176993,87168
176994,659792
176995,624096
176996,-37168320
176997,1197936
176998,52475952
176999,52551840
177000,1024272
177001,510768
177002,-51323632
177003,-51365360
177004,112720
177005,71056
177006,45584
177007,-1110848
177008,41506736
177009,46912
177010,47824
177011,36253024
177012,-41315600
177013,-14547168
177014,-12973680
177015,-48643328
177016,118121104
177017,115492864
177018,126259584
177019,113950544
177020,-5586896
177021,-113312832
177022,-302509152
177023,-335772928
177024,-372102416
177025,-223021808
177026,-42988720
177027,33599248
177028,57647872
177029,33650960
177030,-3144688
177031,-33486832
177032,-33478256
177033,-33561424
177034,316609664
177035,316575568
177036,28798240
177037,28851680
177038,-287739728
177039,-287721616
177040,74704
177041,52544
177042,-23230240
177043,354945952
177044,353853984
177045,-87786176
177046,-66983104
177047,-102019392
177048,-450800848
177049,-9091376
177050,445053440
177051,-319621440
177052,406866128
177053,284330496
177054,-93759216
177055,43486016
177056,-189986688
177057,166083408
177058,-55295504
177059,353870192
177060,144333680
177061,-26910992
177062,-260179856
177063,23157120
177064,-323500800
177065,-85389136
177066,247955664
177067,-445435504
177068,-71408064
177069,-304840368
177070,644992680
177071,437591488
177072,457138304
177073,9405344
177074,-647102344
177075,-369185712
177076,-381750672
177077,58111280
177078,-254452864
177079,220155392
177080,370936768
177081,-125223584
177082,393427280
177083,9550304
177084,8509536
177085,457840000
177086,23323664
177087,140546304
177088,-133418848
177089,-46600016
177090,-406389424
177091,-89206256
177092,50577504
177093,63897840
177094,257896368
177095,71064416
177096,88227728
177097,-147247968
177098,73705888
177099,-388807872
177100,-138295312
177101,-296963536
177102,-381541344
177103,-51405952
177104,67251152
177105,94336128
177106,6352416
177107,302023376
177108,-321588800
177109,-32805888
177110,42460672
177111,-245033840
177112,-60355056
177113,-25727328
177114,-69584096
177115,-29385952
177116,370496144
177117,343887616
177118,310997584
177119,367644624
177120,-342384480
177121,-84704064
177122,-274596144
177123,-370862304
177124,-24128
177125,-299884384
177126,-8236912
177127,-55232
177128,65568
177129,8171520
177130,8201360
177131,10400
177132,341787488
177133,406336656
177134,333158816
177135,374729744
177136,-52638384
177137,-113981152
177138,40251184
177139,-382823008
177140,-324504544
177141,47671440
177142,-93592208
177143,359244064
177144,146109344
177145,-364504704
177146,-304338736
177147,-317773568
177148,-75469760
177149,15338416
177150,336496
177151,240371264
177152,265062272
177153,-6427872
177154,57641008
177155,17837888
177156,138526656
177157,446309664
177158,397236464
177159,-266097168
177160,-405128544
177161,-401834448
177162,-401829024
177163,3325824
177164,-19735216
177165,-23028896
177166,-3281344
177167,-3275216
177168,19782240
177169,19696528
177170,405131584
177171,405132496
177172,-50106240
177173,-49982272
177174,38736
177175,35024
177176,1312
177177,-28416
177178,-478842464
177179,-478829120
177180,-23553632
177181,-23605104
177182,51600
177183,380947856
177184,382158384
177185,382124480
177186,382086576
177187,-5193216
177188,-27920
177189,-308362560
177190,-308383664
177191,-301995008
177192,-308368784
177193,54848
177194,6491136
177195,6475552
177196,7542192
177197,7520864
177198,1113312
177199,1111760
177200,58368
177201,63456
177202,-225600
177203,-230176
177204,-220160
177205,-220304
177206,47856
177207,66592
177208,42608
177209,379958288
177210,379962784
177211,379963328
177212,379904544
177213,93280
177214,93472
177215,79056
177216,144112
177217,17652096
177218,17653776
177219,17650608
177220,17659056
177221,52224
177222,63552
177223,68240
177224,-464415600
177225,-465222880
177226,-465222832
177227,-465223456
177228,-20192
177229,43312
177230,27312
177231,39088
177232,66487984
177233,67253200
177234,67264704
177235,67260048
177236,77296
177237,64368
177238,57440
177239,-37241344
177240,-79785824
177241,-79802432
177242,-45052640
177243,33214704
177244,75755056
177245,75768352
177246,31344
177247,-72524992
177248,-72547136
177249,-72561680
177250,-39898128
177251,-48752
177252,-22736
177253,-4739024
177254,3583744
177255,-68944
177256,71495520
177257,382541728
177258,76251408
177259,76973024
177260,17776
177261,-300749008
177262,402969984
177263,-37532768
177264,-6496
177265,-126736
177266,-439050656
177267,295927600
177268,-76240512
177269,-255104
177270,33700976
177271,-258758176
177272,479147088
177273,-81115648
177274,145824
177275,-5008368
177276,-474377296
177277,81020192
177278,2215136
177279,-52363280
177280,456664896
177281,-80991520
177282,3296
177283,12492720
177284,-68865152
177285,399521200
177286,250492048
177287,452617184
177288,7283200
177289,79438800
177290,-286625616
177291,-412001136
177292,-356784
177293,-431627056
177294,-16192080
177295,-39286912
177296,86160
177297,-8644048
177298,376670240
177299,351155648
177300,-72952592
177301,100321536
177302,-352148400
177303,-311327600
177304,237707712
177305,194214512
177306,291516768
177307,378496592
177308,-488149616
177309,-295136912
177310,119512816
177311,25346928
177312,263798688
177313,-14251776
177314,-59685984
177315,-62214496
177316,149260904
177317,464844632
177318,96805120
177319,77542976
177320,7468720
177321,7689208
177322,104344
177323,-7808336
177324,-7808336
177325,-7778944
177326,394680
177327,8203080
177328,-5021064
177329,18902624
177330,-13686928
177331,-13259960
177332,637536
177333,-25935008
177334,11765920
177335,-7184960
177336,-28653360
177337,-5238608
177338,-39318928
177339,50206024
177340,27001760
177341,6341224
177342,17636336
177343,-43168072
177344,-13200
177345,26083000
177346,21682576
177347,58227088
177348,-429048672
177349,-455274784
177350,-441370064
177351,-488107120
177352,4880
177353,4096
177354,4096
177355,429314464
177356,-46430128
177357,-48451584
177358,-48447488
177359,-101290400
177360,374474688
177361,376500232
177362,376496144
177363,36880
177364,28656
177365,24576
177366,24576
177367,150391752
177368,-300283520
177369,-300283536
177370,-300287640
177371,-423916200
177372,26771368
177373,26750888
177374,415524152
177375,412282224
177376,376731240
177377,383567120
177378,23572656
177379,-36442544
177380,35605456
177381,-9178000
177382,-36507904
177383,6341920
177384,-44171280
177385,-6315088
177386,12793248
177387,6592928
177388,12459392
177389,20518112
177390,-8008432
177391,-8151728
177392,-5095216
177393,-12884768
177394,-11989248
177395,-5075104
177396,-5892496
177397,-5267456
177398,-12269360
177399,-16674896
177400,-13286960
177401,-11038720
177402,7744
177403,-7503872
177404,-2834240
177405,-4648960
177406,-9144080
177407,2168400
177408,-5198480
177409,-299008
177410,6318800
177411,-1111632
177412,6902672
177413,876544
177414,-5114576
177415,-3510272
177416,-6136720
177417,-80688
177418,-32419840
177419,-64802032
177420,-68890624
177421,-75019472
177422,-39321600
177423,91441152
177424,76840960
177425,78209024
177426,82378752
177427,-23948048
177428,-4132864
177429,-11206656
177430,-3826480
177431,-2928640
177432,-68790192
177433,-165797888
177434,-64747136
177435,-167575552
177436,87123888
177437,167137280
177438,85060224
177439,180740096
177440,-14921728
177441,10141696
177442,-27664592
177443,-14696448
177444,-7499776
177445,-74588528
177446,-147042304
177447,-92479488
177448,-161165312
177449,67961200
177450,69664768
177451,-88276992
177452,-213696512
177453,-77144064
177454,105050112
177455,209178624
177456,401604608
177457,100634624
177458,16384
177459,16384
177460,16384
177461,16384
177462,16384
177463,20480
177464,20480
177465,20480
177466,20480
177467,16384
177468,16384
177469,16384
177470,16384
177471,16384
177472,16384
177473,16384
177474,16384
177475,16384
177476,16384
177477,16384
177478,16384
177479,16384
177480,16384
177481,16384
177482,16384
177483,16384
177484,16384
177485,16384
177486,16384
177487,-7061504
177488,-6107136
177489,-5853184
177490,-5767168
177491,1507328
177492,634880
177493,393216
177494,544768
177495,692224
177496,888832
177497,-1224704
177498,-7483392
177499,-13737984
177500,-13217792
177501,-10563584
177502,-4382720
177503,1695744
177504,1146880
177505,962560
177506,-7012352
177507,15175680
177508,15003648
177509,-8032256
177510,1261568
177511,-20852736
177512,-19292160
177513,3383296
177514,-5640192
177515,-5869568
177516,-6602752
177517,-319488
177518,8097792
177519,1204224
177520,331776
177521,-5890048
177522,-6668288
177523,446464
177524,442368
177525,-5103616
177526,-30191616
177527,-68685824
177528,-68702208
177529,-74993664
177530,-130834432
177531,-133619712
177532,71860224
177533,84467712
177534,160092160
177535,205852672
177536,-3846144
177537,2404352
177538,-565248
177539,-634880
177540,10485760
177541,3563520
177542,12267520
177543,-3821568
177544,-158306304
177545,-151707648
177546,-548864
177547,9900032
177548,154050560
177549,73043968
177550,-68358144
177551,-81203200
177552,2306048
177553,74104832
177554,58212352
177555,-6066176
177556,-9666560
177557,-5648384
177558,-135168
177559,88473600
177560,14696448
177561,249856
177562,-160915456
177563,-174755840
177564,-195395584
177565,9728000
177566,66998272
177567,16551936
177568,180674560
177569,-10731520
177570,13881344
177571,-629395456
177572,-775589888
177573,-166490112
177574,-291987456
177575,777621504
177576,699031552
177577,-4513792
177578,174256128
177579,-58597104
177580,-699027456
177581,187441152
177582,217317376
177583,78114544
177584,797138944
177585,4276224
177586,507904
177587,970752
177588,1224704
177589,1536000
177590,1961984
177591,1261568
177592,1339392
177593,1400832
177594,-946176
177595,-2740224
177596,667648
177597,290816
177598,6332416
177599,3772416
177600,-3510272
177601,-32768
177602,-4325376
177603,-32768
177604,7639040
177605,-212992
177606,-40960
177607,-221184
177608,-4313088
177609,217088
177610,253952
177611,266240
177612,225280
177613,65536
177614,28672
177615,20480
177616,20480
177617,28672
177618,-3424256
177619,49152
177620,-73728
177621,-77824
177622,3387392
177623,-90112
177624,-7372800
177625,-7376896
177626,-7389184
177627,-7389184
177628,16384
177629,16384
177630,4165632
177631,12288
177632,-20480
177633,7434240
177634,7335936
177635,3993600
177636,11509760
177637,3948544
177638,221184
177639,3178496
177640,-4091904
177641,-3964928
177642,-4243456
177643,-2527232
177644,-2711552
177645,-6729728
177646,-6770688
177647,-5836800
177648,-5799936
177649,-1495040
177650,-6758400
177651,-4001792
177652,-15220736
177653,-15462400
177654,-3768320
177655,-4636672
177656,6516736
177657,6451200
177658,20480
177659,24576
177660,28672
177661,32768
177662,32768
177663,49152
177664,294912
177665,290816
177666,290816
177667,270336
177668,20480
177669,20480
177670,16384
177671,20480
177672,20480
177673,20480
177674,20480
177675,16384
177676,16384
177677,16384
177678,20480
177679,20480
177680,20480
177681,-6594560
177682,-11632640
177683,-148590592
177684,-152260608
177685,-150958080
177686,-155807744
177687,-18812928
177688,-21385216
177689,-15134720
177690,-10698752
177691,-21270528
177692,109068272
177693,-319488
177694,5144576
177695,15683584
177696,-108142576
177697,-5877760
177698,-5865472
177699,-5914624
177700,-6127616
177701,61440
177702,40960
177703,90112
177704,32768
177705,40960
177706,36864
177707,303104
177708,315392
177709,311296
177710,311296
177711,-22691840
177712,-22700032
177713,-30769152
177714,-30769152
177715,-8036352
177716,-8040448
177717,20480
177718,20480
177719,20480
177720,20480
177721,20480
177722,24576
177723,219246592
177724,36507648
177725,20480
177726,36188160
177727,-183218176
177728,-6168576
177729,28672
177730,-5869568
177731,-205320192
177732,-296198144
177733,144593168
177734,-22286336
177735,-96493568
177736,489009152
177737,78630640
177738,202416128
177739,476307456
177740,-11132928
177741,-11251712
177742,2572288
177743,2666496
177744,1531904
177745,-6287360
177746,-7290880
177747,-7430144
177748,-7610368
177749,208896
177750,22413312
177751,22425600
177752,-430080
177753,-430080
177754,-21159936
177755,-21172224
177756,1560576
177757,3383296
177758,1908736
177759,-5640192
177760,-5685248
177761,-7512064
177762,-6791168
177763,7102464
177764,7204864
177765,5185536
177766,4464640
177767,868352
177768,876544
177769,-5443584
177770,-4001792
177771,-8040448
177772,-6647808
177773,1699840
177774,487424
177775,1773568
177776,-68468736
177777,-68472832
177778,-68702208
177779,-72257536
177780,-7237632
177781,-134311936
177782,-6504448
177783,-302624768
177784,75608064
177785,212819968
177786,-233472
177787,380796928
177788,14983168
177789,-5619712
177790,73674752
177791,-70713344
177792,-187371520
177793,-379088896
177794,11476992
177795,69627904
177796,176222208
177797,306221056
177798,-10924032
177799,-62193664
177800,-120930304
177801,35913728
177802,147456
177803,62771200
177804,126406656
177805,42700800
177806,-71266304
177807,-80986112
177808,-87273472
177809,-126570496
177810,80433152
177811,75628544
177812,-2142208
177813,126799872
177814,-8396800
177815,-249856
177816,16252928
177817,-520192
177818,-1548288
177819,180224
177820,63258624
177821,-81862656
177822,1523712
177823,10612736
177824,319488
177825,78639104
177826,229376
177827,-25096192
177828,-368640
177829,-57344
177830,-1802240
177831,20033536
177832,6451200
177833,-3112960
177834,778240
177835,741376
177836,-156868608
177837,86016
177838,6823936
177839,2920448
177840,-16060416
177841,-3895296
177842,-787566592
177843,-791048192
177844,-132624384
177845,10088448
177846,718016512
177847,687632384
177848,-74768384
177849,-87093248
177850,25649152
177851,-78520320
177852,207785984
177853,-89485312
177854,-5160960
177855,183148544
177856,167034880
177857,-8192
177858,42909696
177859,81920
177860,-135168
177861,171667456
177862,-1376256
177863,-177516544
177864,-167100416
177865,-207634432
177866,-201240576
177867,92971008
177868,88875008
177869,-171802624
177870,36007936
177871,-93028352
177872,-118906880
177873,402366464
177874,104374272
177875,86716416
177876,207659008
177877,-194424832
177878,-129278832
177879,-336695296
177880,-310435840
177881,174743552
177882,195113840
177883,249552896
177884,224272384
177885,-175112192
177886,6574080
177887,-28995584
177888,-185425920
177889,-233472
177890,-176771072
177891,29483008
177892,-207646720
177893,-28972080
177894,-304623616
177895,122880
177896,301850624
177897,-6548432
177898,304263168
177899,-251826176
177900,-304590848
177901,-175378432
177902,169914368
177903,37613568
177904,8310784
177905,-93294592
177906,-471412736
177907,93466624
177908,-8380416
177909,12288
177910,5578752
177911,-184020992
177912,12288
177913,8351744
177914,48574464
177915,-4096
177916,-22851555328
177917,-32100352
177918,-22908387328
177919,8531968
177920,8192
177921,-22827794432
177922,-94208
177923,-22860279808
177924,22564900864
177925,23333003264
177926,23156371456
177927,23323361280
177928,555200512
177929,-90206208
177930,172924928
177931,-1060864
177932,-268509184
177933,-91930624
177934,-57344
177935,6901760
177936,298917888
177937,-22609920
177938,-382455808
177939,-563924992
177940,-22253568
177941,-16384
177942,382885888
177943,89186304
177944,12288
177945,-273985536
177946,-381415424
177947,-289378304
177948,-268402688
177949,387788800
177950,341037056
177951,720162816
177952,-5599232
177953,7032832
177954,-10354688
177955,-156782592
177956,436142080
177957,-342839296
177958,-330625024
177959,122638336
177960,-100868096
177961,300838912
177962,-76726272
177963,-377937920
177964,-417910784
177965,-240746496
177966,190353408
177967,-84832256
177968,434212864
177969,-48209920
177970,-113733632
177971,103444480
177972,-314232832
177973,288903168
177974,-42037248
177975,407019520
177976,-22894455920
