loss,mae,val_loss,val_mae
0.007990887388586998,0.052496664226055145,0.0016001765616238117,0.010880772955715656
0.004141818732023239,0.03503952547907829,0.0015185849042609334,0.009243310429155827
0.0037751502823084593,0.030815592035651207,0.0014868443831801414,0.009614174254238605
0.003446682821959257,0.02747657522559166,0.0014675699640065432,0.010040267370641232
0.003343105548992753,0.025379886850714684,0.0014479452511295676,0.008985300548374653
0.003250590991228819,0.023571623489260674,0.001445620902813971,0.00902706291526556
0.003109874203801155,0.021824194118380547,0.0014293522108346224,0.008689366281032562
0.0031249525491148233,0.02071688137948513,0.001402213703840971,0.007930434308946133
0.002962640253826976,0.019398201256990433,0.0013322505401447415,0.008689353242516518
0.0027947777416557074,0.018390096724033356,0.0012672191951423883,0.008224038407206535
0.0027421412523835897,0.01754406839609146,0.0012533711269497871,0.00878955889493227
0.002670297399163246,0.01676037907600403,0.001233936520293355,0.007789959199726582
0.0026447302661836147,0.016375623643398285,0.0012201614445075393,0.008372299373149872
0.002645505592226982,0.015901507809758186,0.0011895998613908887,0.008087623864412308
0.0025128431152552366,0.015356913208961487,0.0012015578104183078,0.009737752377986908
0.0025293712969869375,0.015287398360669613,0.0011811978183686733,0.008287320844829082
0.0025601056404411793,0.015188900753855705,0.0011762897484004498,0.00785036850720644
0.002533682156354189,0.015139437280595303,0.0011655050329864025,0.007199669256806374
0.0024972213432192802,0.014962355606257915,0.0011760579654946923,0.008937790058553219
0.0025549812708050013,0.015090376138687134,0.0011659364681690931,0.008201478980481625
0.0025019068270921707,0.01492549479007721,0.0011653671972453594,0.007746217306703329
0.0024908562190830708,0.014969214797019958,0.0011565270833671093,0.007578743156045675
0.0025445877108722925,0.014996739104390144,0.0011562496656551957,0.007435075473040342
0.00251518446020782,0.01492441538721323,0.001158075756393373,0.007338432595133781
0.0024968546349555254,0.014900862239301205,0.0011581641156226397,0.008379008620977402
0.002485876437276602,0.01473857183009386,0.0011536380043253303,0.007609375286847353
0.0025501481723040342,0.015123071148991585,0.0011532384669408202,0.008371900767087936
0.0024740213993936777,0.014746702276170254,0.0011507247108966112,0.007534010335803032
0.002497661393135786,0.014885268174111843,0.0011473603080958128,0.008311786688864231
0.002506052842363715,0.014941839501261711,0.0011431325692683458,0.007887063547968864
0.0024977787397801876,0.0149308443069458,0.0011407432612031698,0.007057926617562771
0.0025030458346009254,0.014885189011693,0.0011450968449935317,0.007702707778662443
0.00247169635258615,0.014884121716022491,0.001143012661486864,0.00752618070691824
0.0024394490756094456,0.014711878262460232,0.0011357258772477508,0.006941049825400114
0.002552130026742816,0.014997527934610844,0.001144822221249342,0.007580299396067858
0.002458181232213974,0.014840866439044476,0.0011429679580032825,0.009600465185940266
0.002469638828188181,0.014768089167773724,0.001136183156631887,0.008092213422060013
0.002454994944855571,0.01479159202426672,0.00113017950206995,0.007250313647091389
0.0025126051623374224,0.015024056658148766,0.0011262622429057956,0.007435942068696022
