loss,mse,mae,val_loss,val_mse,val_mae
0.009917027316987514,0.009917027316987514,0.05556110665202141,0.0016382787143811584,0.0016382787143811584,0.013484864495694637
0.0041744341142475605,0.0041744341142475605,0.03465960919857025,0.0015254637692123652,0.0015254637692123652,0.0092582693323493
0.0036779255606234074,0.0036779255606234074,0.030327104032039642,0.0014766016975045204,0.0014766016975045204,0.008659052662551403
0.003496095770969987,0.003496095770969987,0.02775336615741253,0.0014674934791401029,0.0014674934791401029,0.009434669278562069
0.003355741500854492,0.003355741500854492,0.025664333254098892,0.0014540418051183224,0.0014540418051183224,0.009356444701552391
0.003264118218794465,0.003264118218794465,0.023937003687024117,0.001448050606995821,0.001448050606995821,0.009505612775683403
0.0031704294960945845,0.0031704294960945845,0.0222508255392313,0.0014598795678466558,0.0014598795678466558,0.010900162160396576
0.003098100423812866,0.003098100423812866,0.02078954130411148,0.0014189890353009105,0.0014189890353009105,0.008721716701984406
0.0030527054332196712,0.0030527054332196712,0.01978931576013565,0.0013657849049195647,0.0013657849049195647,0.009589441120624542
0.0028217360377311707,0.0028217360377311707,0.01870703138411045,0.0012704385444521904,0.0012704385444521904,0.008102756924927235
0.0026797493919730186,0.0026797493919730186,0.01755617745220661,0.001281793462112546,0.001281793462112546,0.009285570122301579
0.002714583883062005,0.002714583883062005,0.017053838819265366,0.0012436051620170474,0.0012436051620170474,0.007739588618278503
0.0026655178517103195,0.0026655178517103195,0.01644318737089634,0.0012260634684935212,0.0012260634684935212,0.007935506291687489
0.002649472327902913,0.002649472327902913,0.01600627973675728,0.0011932896450161934,0.0011932896450161934,0.007559657096862793
0.002518061315640807,0.002518061315640807,0.015479231253266335,0.0011802269145846367,0.0011802269145846367,0.008400354534387589
0.0025529672857373953,0.0025529672857373953,0.015380426310002804,0.0011715613072738051,0.0011715613072738051,0.008082921616733074
0.0025485632941126823,0.0025485632941126823,0.015267660841345787,0.0011658930452540517,0.0011658930452540517,0.007610513363033533
0.002522275084629655,0.002522275084629655,0.015190326608717442,0.00116340268868953,0.00116340268868953,0.007299633231014013
0.0024718756321817636,0.0024718756321817636,0.014756930060684681,0.0011664391495287418,0.0011664391495287418,0.007998203858733177
0.002542319241911173,0.002542319241911173,0.015089543536305428,0.0011634272523224354,0.0011634272523224354,0.008007691241800785
0.0025313266087323427,0.0025313266087323427,0.015070798806846142,0.0011610437650233507,0.0011610437650233507,0.00812187697738409
0.002485371194779873,0.002485371194779873,0.014847650192677975,0.001161648309789598,0.001161648309789598,0.008331852965056896
0.002560947323217988,0.002560947323217988,0.015150867402553558,0.0011516677914187312,0.0011516677914187312,0.0072397710755467415
0.002453450346365571,0.002453450346365571,0.01472633145749569,0.0011588591150939465,0.0011588591150939465,0.008507277816534042
0.002522881841287017,0.002522881841287017,0.014984514564275742,0.0011510411277413368,0.0011510411277413368,0.0074133859016001225
0.002478505950421095,0.002478505950421095,0.0147823765873909,0.0011495803482830524,0.0011495803482830524,0.008153758943080902
0.0025253351777791977,0.0025253351777791977,0.014906822703778744,0.0011472003534436226,0.0011472003534436226,0.008146839216351509
0.0024991307873278856,0.0024991307873278856,0.014871484600007534,0.001165501307696104,0.001165501307696104,0.008461912162601948
0.0025015815626829863,0.0025015815626829863,0.014838838018476963,0.001144190551713109,0.001144190551713109,0.007809370756149292
0.0024966460186988115,0.0024966460186988115,0.014799528755247593,0.001140489592216909,0.001140489592216909,0.007432533893734217
0.002466671634465456,0.002466671634465456,0.01476207934319973,0.0011437011417001486,0.0011437011417001486,0.007388172671198845
0.002487317193299532,0.002487317193299532,0.014824199490249157,0.0011353505542501807,0.0011353505542501807,0.007737156003713608
0.002506100805476308,0.002506100805476308,0.014919939450919628,0.0011333063011988997,0.0011333063011988997,0.007443650159984827
0.0024808363523334265,0.0024808363523334265,0.014759501442313194,0.001133668003603816,0.001133668003603816,0.006957122124731541
0.0024802125990390778,0.0024802125990390778,0.014753506518900394,0.0011476631043478847,0.0011476631043478847,0.008528118953108788
0.0024546529166400433,0.0024546529166400433,0.014753127470612526,0.0011270492104813457,0.0011270492104813457,0.007360607385635376
0.002453662222251296,0.002453662222251296,0.014687638729810715,0.0011238326551392674,0.0011238326551392674,0.007217846345156431
0.0024909740313887596,0.0024909740313887596,0.014944561757147312,0.0011355123715475202,0.0011355123715475202,0.008663917891681194
0.0024809862952679396,0.0024809862952679396,0.014666188508272171,0.0011277437442913651,0.0011277437442913651,0.007918125949800014
0.0024252047296613455,0.0024252047296613455,0.014704019762575626,0.001119063002988696,0.001119063002988696,0.007219353225082159
0.002464869525283575,0.002464869525283575,0.014760453253984451,0.001129894983023405,0.001129894983023405,0.007281441241502762
0.0024658835027366877,0.0024658835027366877,0.014780356548726559,0.001122565590776503,0.001122565590776503,0.007265790831297636
0.0024534198455512524,0.0024534198455512524,0.014706640504300594,0.001127301948145032,0.001127301948145032,0.008400624617934227
0.002457179594784975,0.002457179594784975,0.014675124548375607,0.0011174624087288976,0.0011174624087288976,0.007699824403971434
0.0024359554518014193,0.0024359554518014193,0.014629627577960491,0.0011164533207193017,0.0011164533207193017,0.0076693142764270306
0.0024190631229430437,0.0024190631229430437,0.014674914069473743,0.001111721503548324,0.001111721503548324,0.0072997454553842545
0.0024501667357981205,0.0024501667357981205,0.0146830128505826,0.0011095164809376001,0.0011095164809376001,0.007440900895744562
0.002436663955450058,0.002436663955450058,0.01467192079871893,0.0011076490627601743,0.0011076490627601743,0.007759646978229284
0.00243700691498816,0.00243700691498816,0.014709306880831718,0.0011167668271809816,0.0011167668271809816,0.008662901818752289
0.0023948480375111103,0.0023948480375111103,0.014536366797983646,0.0011060696560889482,0.0011060696560889482,0.007305454462766647
0.0024102414026856422,0.0024102414026856422,0.014584323391318321,0.0011072016786783934,0.0011072016786783934,0.00786074623465538
0.0024543898180127144,0.0024543898180127144,0.014710227027535439,0.0011075858492404222,0.0011075858492404222,0.007373788394033909
0.0024127329234033823,0.0024127329234033823,0.01456199400126934,0.0011051699984818697,0.0011051699984818697,0.00686238706111908
0.0023940233513712883,0.0023940233513712883,0.014584468677639961,0.001103392569348216,0.001103392569348216,0.007676471956074238
0.002398950047791004,0.002398950047791004,0.014567509293556213,0.0011013987241312861,0.0011013987241312861,0.007504737935960293
0.0023852570448070765,0.0023852570448070765,0.014428174123167992,0.0011023906990885735,0.0011023906990885735,0.007752448786050081
0.002391118323430419,0.002391118323430419,0.014593744650483131,0.0010977564379572868,0.0010977564379572868,0.007209510076791048
0.0023808523546904325,0.0023808523546904325,0.014501303434371948,0.0010949397692456841,0.0010949397692456841,0.007521838415414095
0.0024056786205619574,0.0024056786205619574,0.014592810533940792,0.0011054299538955092,0.0011054299538955092,0.008567682467401028
0.002347443951293826,0.002347443951293826,0.014492164365947247,0.0010945736430585384,0.0010945736430585384,0.0070445723831653595
0.002371428068727255,0.002371428068727255,0.014508298598229885,0.0011028151493519545,0.0011028151493519545,0.0073627568781375885
0.0023747666273266077,0.0023747666273266077,0.014548780396580696,0.0010926630347967148,0.0010926630347967148,0.0069121140986680984
0.0023399940691888332,0.0023399940691888332,0.014419876970350742,0.001102112582884729,0.001102112582884729,0.007648330181837082
0.0023679465521126986,0.0023679465521126986,0.014558251947164536,0.0010925917886197567,0.0010925917886197567,0.007825068198144436
0.0023524616844952106,0.0023524616844952106,0.014450933784246445,0.0010998978978022933,0.0010998978978022933,0.008099493570625782
0.0023276940919458866,0.0023276940919458866,0.014408059418201447,0.0011039091041311622,0.0011039091041311622,0.007321553770452738
0.0023711933754384518,0.0023711933754384518,0.014532355591654778,0.0011000712402164936,0.0011000712402164936,0.007250391412526369
