loss,accuracy,val_loss,val_accuracy
20.53685188293457,0.17780949175357819,17.33614730834961,0.007035647053271532
17.772157669067383,0.08022049814462662,17.339168548583984,0.0
17.806129455566406,0.07435561716556549,17.329227447509766,0.0020325202494859695
17.658777236938477,0.09537354111671448,17.328289031982422,0.008130080997943878
17.606351852416992,0.1025724932551384,17.33098602294922,0.008130080997943878
17.607105255126953,0.1171969398856163,17.339805603027344,0.006097560748457909
17.5791072845459,0.10967075824737549,17.33908462524414,0.007113821338862181
17.578630447387695,0.11916028708219528,17.33799171447754,0.007113821338862181
17.540924072265625,0.12437072396278381,17.33620262145996,0.004065040498971939
17.561450958251953,0.1300594061613083,17.33587074279785,0.005081300623714924
17.547565460205078,0.13408678770065308,17.33551788330078,0.006097560748457909
17.520395278930664,0.1338854283094406,17.335039138793945,0.008130080997943878
17.541305541992188,0.13851691782474518,17.332477569580078,0.008130080997943878
17.51285743713379,0.14815747737884521,17.333404541015625,0.006097560748457909
17.55378532409668,0.144734188914299,17.33617401123047,0.009146341122686863
17.504592895507812,0.14528796076774597,17.335779190063477,0.009146341122686863
17.54278564453125,0.15822593867778778,17.33393096923828,0.009146341122686863
17.518600463867188,0.15850281715393066,17.333532333374023,0.009146341122686863
17.500328063964844,0.15802456438541412,17.326005935668945,0.0
17.45484161376953,0.1575966626405716,17.299226760864258,0.0
17.444177627563477,0.16484595835208893,17.295528411865234,0.9774859547615051
17.448991775512695,0.16258054971694946,17.29461097717285,0.008130080997943878
17.428512573242188,0.16424185037612915,17.291006088256836,0.009146341122686863
17.46380615234375,0.1722462773323059,17.291488647460938,0.9866322875022888
17.413328170776367,0.16862162947654724,17.29030418395996,0.009146341122686863
17.46187400817871,0.1752164661884308,17.290796279907227,0.00015634771261829883
17.400346755981445,0.18385018408298492,17.289520263671875,0.0082864286378026
17.442689895629883,0.17647503316402435,17.288650512695312,7.817385630914941e-05
17.433027267456055,0.1797221153974533,17.289127349853516,0.009146341122686863
17.425390243530273,0.18893475830554962,17.287538528442383,0.010162601247429848
17.420148849487305,0.19817256927490234,17.291337966918945,0.00023452157620340586
17.423307418823242,0.19137635827064514,17.288848876953125,0.9878830313682556
17.430150985717773,0.18568767607212067,17.288434982299805,0.01133520994335413
17.409521102905273,0.20305578410625458,17.288772583007812,0.00836460292339325
17.43179702758789,0.20665524899959564,17.286163330078125,0.010240775533020496
17.4108829498291,0.2234947681427002,17.289159774780273,0.0012507817009463906
17.42046546936035,0.22158175706863403,17.287439346313477,0.9848342537879944
17.408939361572266,0.20318163931369781,17.286054611206055,0.9777204394340515
17.402496337890625,0.1749647557735443,17.298160552978516,0.9909318089485168
17.427104949951172,0.2098771631717682,17.29201889038086,0.010162601247429848
17.44439125061035,0.21211740374565125,17.288955688476562,0.011100688017904758
17.37154769897461,0.2000855803489685,17.291873931884766,0.98968106508255
17.458171844482422,0.2391008883714676,17.28739356994629,0.0
17.393640518188477,0.22100281715393066,17.285675048828125,0.9774859547615051
17.40549087524414,0.23902536928653717,17.286006927490234,0.9774859547615051
17.421417236328125,0.24000704288482666,17.28453826904297,0.9876485466957092
17.42491340637207,0.2677708566188812,17.28452491760254,0.00015634771261829883
17.410715103149414,0.2660088539123535,17.28261375427246,0.9777204394340515
17.422088623046875,0.2823197841644287,17.283124923706055,0.00023452157620340586
17.41119956970215,0.2750704884529114,17.282079696655273,0.00023452157620340586
17.395662307739258,0.2642720639705658,17.283123016357422,0.9828017354011536
17.424644470214844,0.2893928587436676,17.284019470214844,0.988899290561676
17.412948608398438,0.3060058355331421,17.282522201538086,0.00023452157620340586
17.438331604003906,0.2599426209926605,17.284570693969727,0.014462163671851158
17.349746704101562,0.2829993963241577,17.28087615966797,0.9777986407279968
17.467334747314453,0.3030607998371124,17.281282424926758,0.00031269542523659766
17.394371032714844,0.2975483238697052,17.281047821044922,0.9777204394340515
17.40651512145996,0.2924134135246277,17.28108787536621,0.9777986407279968
17.443193435668945,0.29800140857696533,17.28045654296875,0.00023452157620340586
17.427011489868164,0.260194331407547,17.293527603149414,0.011100688017904758
17.37299919128418,0.28352800011634827,17.287460327148438,0.0
17.416521072387695,0.26578232645988464,17.286027908325195,0.0
17.418039321899414,0.29019835591316223,17.284997940063477,0.0
17.408594131469727,0.2618304491043091,17.283832550048828,0.9774859547615051
17.41853904724121,0.283905565738678,17.285924911499023,0.0
17.378299713134766,0.2860199213027954,17.28172492980957,0.9775640964508057
17.4173641204834,0.30275875329971313,17.2830753326416,0.9777204394340515
17.41924476623535,0.32528695464134216,17.282289505004883,0.00023452157620340586
17.423852920532227,0.3030104637145996,17.28090476989746,0.977642297744751
17.425323486328125,0.2945781350135803,17.280473709106445,0.001094434061087668
17.40642547607422,0.22195932269096375,17.282777786254883,0.0012507817009463906
17.390886306762695,0.2775875926017761,17.28053092956543,0.001094434061087668
17.398271560668945,0.2792237102985382,17.279876708984375,0.9908536672592163
17.400497436523438,0.281338095664978,17.279253005981445,0.990775465965271
17.445634841918945,0.28103604912757874,17.279417037963867,0.0011726078810170293
17.396963119506836,0.2940747141838074,17.278831481933594,0.9787366986274719
17.389892578125,0.2588602602481842,17.27809715270996,0.9787366986274719
17.433544158935547,0.31056180596351624,17.279516220092773,0.0012507817009463906
17.391626358032227,0.23227949440479279,17.278947830200195,0.0011726078810170293
17.384716033935547,0.27700865268707275,17.27842140197754,0.0012507817009463906
17.41143798828125,0.3240787386894226,17.277711868286133,0.0011726078810170293
17.3841609954834,0.3226188123226166,17.27815818786621,0.9787366986274719
17.44646644592285,0.27600181102752686,17.27031135559082,0.9786585569381714
17.40248680114746,0.3040676712989807,17.267715454101562,0.0011726078810170293
17.4119815826416,0.3389800786972046,17.267066955566406,0.0012507817009463906
17.35614585876465,0.28780707716941833,17.241785049438477,0.0012507817009463906
17.3856201171875,0.308397114276886,17.241954803466797,0.9787366986274719
17.380863189697266,0.313280314207077,17.241376876831055,0.002188868122175336
17.361921310424805,0.279878169298172,17.24187469482422,0.002188868122175336
17.409629821777344,0.3922674059867859,17.24114418029785,0.0012507817009463906
17.34404754638672,0.34492045640945435,17.241262435913086,0.0012507817009463906
17.392597198486328,0.3524969816207886,17.239900588989258,0.0022670419421046972
17.419919967651367,0.40097662806510925,17.23969268798828,0.9787366986274719
17.36223602294922,0.37343940138816833,17.240732192993164,0.9788148999214172
17.400541305541992,0.4079238772392273,17.24020767211914,0.9788148999214172
17.327106475830078,0.3766864538192749,17.238384246826172,0.9808474183082581
17.412521362304688,0.3213854134082794,17.243188858032227,0.9918699264526367
17.384981155395508,0.3460783362388611,17.24153709411621,0.9888211488723755
17.354358673095703,0.40407270193099976,17.238849639892578,0.0013289556372910738
17.358789443969727,0.417816162109375,17.23939323425293,0.9899155497550964
