loss,mse,mae,val_loss,val_mse,val_mae
0.034547675400972366,0.034547675400972366,0.11505825072526932,0.0015260635409504175,0.0015260635409504175,0.0078056612983345985
0.007884560152888298,0.007884560152888298,0.06428493559360504,0.0015219647902995348,0.0015219647902995348,0.009346604347229004
0.0065449560061097145,0.0065449560061097145,0.0566745400428772,0.0014636926352977753,0.0014636926352977753,0.008974898606538773
0.00567700294777751,0.00567700294777751,0.051574159413576126,0.0017322325147688389,0.0017322325147688389,0.022138701751828194
0.005114351864904165,0.005114351864904165,0.04794541373848915,0.0014195573749020696,0.0014195573749020696,0.0066242762841284275
0.004801491741091013,0.004801491741091013,0.0453232005238533,0.0014431996969506145,0.0014431996969506145,0.008338563144207
0.004606714006513357,0.004606714006513357,0.044096529483795166,0.0014071036130189896,0.0014071036130189896,0.005379233509302139
0.004303003195673227,0.004303003195673227,0.04132726415991783,0.0014056040672585368,0.0014056040672585368,0.006573900114744902
0.004036112688481808,0.004036112688481808,0.03976026177406311,0.001405029441229999,0.001405029441229999,0.005053719971328974
0.0038881059736013412,0.0038881059736013412,0.03834721818566322,0.001442955806851387,0.001442955806851387,0.011278272606432438
0.00378570519387722,0.00378570519387722,0.03720738738775253,0.001403381465934217,0.001403381465934217,0.007211379241198301
0.003616343019530177,0.003616343019530177,0.035901810973882675,0.0014007247518748045,0.0014007247518748045,0.005498094018548727
0.0035692723467946053,0.0035692723467946053,0.03519231826066971,0.0013946148101240396,0.0013946148101240396,0.005428540986031294
0.003404927207157016,0.003404927207157016,0.033584464341402054,0.0013994796900078654,0.0013994796900078654,0.00519285025075078
0.0033015029039233923,0.0033015029039233923,0.032856933772563934,0.0013978005154058337,0.0013978005154058337,0.007688197772949934
0.0032917095813900232,0.0032917095813900232,0.031881190836429596,0.001396393054164946,0.001396393054164946,0.005441849119961262
0.0030952750239521265,0.0030952750239521265,0.03069629892706871,0.001415617880411446,0.001415617880411446,0.007334809750318527
0.003140415297821164,0.003140415297821164,0.030274715274572372,0.0014184986939653754,0.0014184986939653754,0.01060657761991024
0.002963172970339656,0.002963172970339656,0.02932986244559288,0.0014137583784759045,0.0014137583784759045,0.011165664531290531
0.002968499204143882,0.002968499204143882,0.02838548645377159,0.0013818811858072877,0.0013818811858072877,0.004800307098776102
0.0028204703703522682,0.0028204703703522682,0.027651261538267136,0.001365506905131042,0.001365506905131042,0.006306728348135948
0.0028024602215737104,0.0028024602215737104,0.026775751262903214,0.0014031497994437814,0.0014031497994437814,0.010573205538094044
0.002793493214994669,0.002793493214994669,0.02634621411561966,0.00151985720731318,0.00151985720731318,0.01739743910729885
0.0026489526499062777,0.0026489526499062777,0.024998312816023827,0.00136332877445966,0.00136332877445966,0.005842290353029966
0.0026523510459810495,0.0026523510459810495,0.024747248739004135,0.00134935206733644,0.00134935206733644,0.008158051408827305
0.002571642631664872,0.002571642631664872,0.02368851937353611,0.0013554610777646303,0.0013554610777646303,0.009634297341108322
0.002498739631846547,0.002498739631846547,0.02304617501795292,0.0013459963956847787,0.0013459963956847787,0.004944685846567154
0.002427278086543083,0.002427278086543083,0.02214631251990795,0.00132343964651227,0.00132343964651227,0.006051036063581705
0.0024649035185575485,0.0024649035185575485,0.021761329844594002,0.0013415594585239887,0.0013415594585239887,0.007296394556760788
0.0023510444443672895,0.0023510444443672895,0.02074064128100872,0.0013590941671282053,0.0013590941671282053,0.007555732969194651
0.002360614947974682,0.002360614947974682,0.020294124260544777,0.0013766128104180098,0.0013766128104180098,0.011048018001019955
0.0023086026776582003,0.0023086026776582003,0.019658230245113373,0.0013116182526573539,0.0013116182526573539,0.005418248474597931
0.00221327249892056,0.00221327249892056,0.01878545992076397,0.001295842812396586,0.001295842812396586,0.004386743530631065
0.0022767793852835894,0.0022767793852835894,0.01839887723326683,0.001306733931414783,0.001306733931414783,0.005364727694541216
0.002301777945831418,0.002301777945831418,0.018042584881186485,0.0012908820062875748,0.0012908820062875748,0.0046389661729335785
0.00217725639231503,0.00217725639231503,0.017077531665563583,0.00128364993724972,0.00128364993724972,0.0064708334393799305
0.0021751150488853455,0.0021751150488853455,0.0165544580668211,0.0012680755462497473,0.0012680755462497473,0.00444430997595191
0.002083933912217617,0.002083933912217617,0.015874339267611504,0.0012893433449789882,0.0012893433449789882,0.008039237931370735
0.002084446605294943,0.002084446605294943,0.015486322343349457,0.0013005717191845179,0.0013005717191845179,0.009603174403309822
0.002120465040206909,0.002120465040206909,0.015298043377697468,0.001261604717001319,0.001261604717001319,0.005882762838155031
0.002141359494999051,0.002141359494999051,0.014679260551929474,0.001273755100555718,0.001273755100555718,0.005235954187810421
0.0019809226505458355,0.0019809226505458355,0.014148232527077198,0.0013111348962411284,0.0013111348962411284,0.013358172960579395
0.0020486630965024233,0.0020486630965024233,0.013754857704043388,0.0012744705891236663,0.0012744705891236663,0.010125726461410522
0.002021626103669405,0.002021626103669405,0.01327516045421362,0.0012798953102901578,0.0012798953102901578,0.01071721501648426
0.00198401790112257,0.00198401790112257,0.012837874703109264,0.0012359467800706625,0.0012359467800706625,0.008621367625892162
0.001993300626054406,0.001993300626054406,0.012344890274107456,0.0012388655450195074,0.0012388655450195074,0.0072679598815739155
0.001966850832104683,0.001966850832104683,0.012108051218092442,0.0011620614677667618,0.0011620614677667618,0.005637356545776129
0.0019453909480944276,0.0019453909480944276,0.011587180197238922,0.0011992709478363395,0.0011992709478363395,0.004236775916069746
0.0019390202360227704,0.0019390202360227704,0.011499103158712387,0.0011724320938810706,0.0011724320938810706,0.0041357832960784435
0.0019650873728096485,0.0019650873728096485,0.011594713665544987,0.0011949940817430615,0.0011949940817430615,0.006067219190299511
0.0018909076461568475,0.0018909076461568475,0.010822360403835773,0.0012062463210895658,0.0012062463210895658,0.009584889747202396
0.00194291933439672,0.00194291933439672,0.010684388689696789,0.0011590345529839396,0.0011590345529839396,0.005940369796007872
0.0019680741243064404,0.0019680741243064404,0.010602409951388836,0.0011841986561194062,0.0011841986561194062,0.004881060682237148
0.0018927609780803323,0.0018927609780803323,0.01039064209908247,0.0012556166620925069,0.0012556166620925069,0.007088487036526203
0.0018615699373185635,0.0018615699373185635,0.00999557226896286,0.0012064375914633274,0.0012064375914633274,0.005690398160368204
0.002007919130846858,0.002007919130846858,0.010296893306076527,0.0011853772448375821,0.0011853772448375821,0.007837897166609764
0.0018469123169779778,0.0018469123169779778,0.009354197420179844,0.001189391827210784,0.001189391827210784,0.00775531493127346
0.0018140362808480859,0.0018140362808480859,0.009804550558328629,0.001196108409203589,0.001196108409203589,0.004106609150767326
0.0019543454982340336,0.0019543454982340336,0.009613105095922947,0.001222096267156303,0.001222096267156303,0.006644373759627342
0.0018685974646359682,0.0018685974646359682,0.009357420727610588,0.0011528062168508768,0.0011528062168508768,0.004127880558371544
0.0018301144009456038,0.0018301144009456038,0.009069918654859066,0.0011317426105961204,0.0011317426105961204,0.006336732301861048
0.0019467546371743083,0.0019467546371743083,0.00926900003105402,0.001162156113423407,0.001162156113423407,0.004558718763291836
0.0017249389784410596,0.0017249389784410596,0.008383720181882381,0.0011414076434448361,0.0011414076434448361,0.00653105229139328
0.0018884420860558748,0.0018884420860558748,0.009214754216372967,0.0011693205451592803,0.0011693205451592803,0.008700485341250896
0.0018607935635372996,0.0018607935635372996,0.008940896019339561,0.0011478669475764036,0.0011478669475764036,0.004226796329021454
0.0019371984526515007,0.0019371984526515007,0.009127411991357803,0.0011911478359252214,0.0011911478359252214,0.010354469530284405
0.001823740778490901,0.001823740778490901,0.00853972788900137,0.001134889549575746,0.001134889549575746,0.0033668980468064547
