loss,mse,val_loss,val_mse
0.9431373476982117,0.9431373476982117,0.42320168018341064,0.42320168018341064
0.8812230229377747,0.8812230229377747,0.3909513056278229,0.3909513056278229
0.8419153690338135,0.8419153690338135,0.37590616941452026,0.37590616941452026
0.8361095190048218,0.8361095190048218,0.37024834752082825,0.37024834752082825
0.8262352347373962,0.8262352347373962,0.36951741576194763,0.36951741576194763
0.8185826539993286,0.8185826539993286,0.36374959349632263,0.36374959349632263
0.8204721212387085,0.8204721212387085,0.36224883794784546,0.36224883794784546
0.8067123293876648,0.8067123293876648,0.3597617745399475,0.3597617745399475
0.805876612663269,0.805876612663269,0.35938769578933716,0.35938769578933716
0.8161539435386658,0.8161539435386658,0.35643279552459717,0.35643279552459717
0.8044324517250061,0.8044324517250061,0.354554682970047,0.354554682970047
0.796855092048645,0.796855092048645,0.352345734834671,0.352345734834671
0.7857933640480042,0.7857933640480042,0.3522282540798187,0.3522282540798187
0.8018703460693359,0.8018703460693359,0.3548450469970703,0.3548450469970703
0.7884753942489624,0.7884753942489624,0.34964877367019653,0.34964877367019653
0.7936343550682068,0.7936343550682068,0.3480667173862457,0.3480667173862457
0.7884275913238525,0.7884275913238525,0.3480413854122162,0.3480413854122162
0.784627377986908,0.784627377986908,0.3480769693851471,0.3480769693851471
0.7657167911529541,0.7657167911529541,0.3476814925670624,0.3476814925670624
0.7806889414787292,0.7806889414787292,0.3457196056842804,0.3457196056842804
0.7735587358474731,0.7735587358474731,0.345376193523407,0.345376193523407
0.7789559364318848,0.7789559364318848,0.34505799412727356,0.34505799412727356
0.7761549353599548,0.7761549353599548,0.3452121615409851,0.3452121615409851
0.770000696182251,0.770000696182251,0.3458896577358246,0.3458896577358246
0.7727521657943726,0.7727521657943726,0.34481674432754517,0.34481674432754517
0.7692908048629761,0.7692908048629761,0.3450571298599243,0.3450571298599243
0.7540805339813232,0.7540805339813232,0.34394702315330505,0.34394702315330505
0.7751486301422119,0.7751486301422119,0.34327423572540283,0.34327423572540283
0.7621263861656189,0.7621263861656189,0.3448992967605591,0.3448992967605591
0.7651345133781433,0.7651345133781433,0.3473019003868103,0.3473019003868103
0.7568737268447876,0.7568737268447876,0.34411925077438354,0.34411925077438354
0.7582818269729614,0.7582818269729614,0.342949777841568,0.342949777841568
0.7597430944442749,0.7597430944442749,0.34191054105758667,0.34191054105758667
0.7599608898162842,0.7599608898162842,0.3420026898384094,0.3420026898384094
0.7438864707946777,0.7438864707946777,0.34173479676246643,0.34173479676246643
0.7521395683288574,0.7521395683288574,0.34279799461364746,0.34279799461364746
0.7551767230033875,0.7551767230033875,0.3421979248523712,0.3421979248523712
0.7395613789558411,0.7395613789558411,0.3419697880744934,0.3419697880744934
0.7457845211029053,0.7457845211029053,0.34190842509269714,0.34190842509269714
0.7557929158210754,0.7557929158210754,0.3433028757572174,0.3433028757572174
0.7416436076164246,0.7416436076164246,0.3418058753013611,0.3418058753013611
0.7485267519950867,0.7485267519950867,0.34185272455215454,0.34185272455215454
0.7376857399940491,0.7376857399940491,0.34140831232070923,0.34140831232070923
0.740211546421051,0.740211546421051,0.3413943350315094,0.3413943350315094
0.7418334484100342,0.7418334484100342,0.34279465675354004,0.34279465675354004
0.7449725270271301,0.7449725270271301,0.3412625789642334,0.3412625789642334
0.734559953212738,0.734559953212738,0.3404920697212219,0.3404920697212219
0.741985559463501,0.741985559463501,0.34114718437194824,0.34114718437194824
0.7361035943031311,0.7361035943031311,0.34241989254951477,0.34241989254951477
0.7369456887245178,0.7369456887245178,0.3396971523761749,0.3396971523761749
0.7310701608657837,0.7310701608657837,0.3397653102874756,0.3397653102874756
0.7309494018554688,0.7309494018554688,0.3408986032009125,0.3408986032009125
0.7216978073120117,0.7216978073120117,0.34160250425338745,0.34160250425338745
0.7326401472091675,0.7326401472091675,0.34050315618515015,0.34050315618515015
0.7125604152679443,0.7125604152679443,0.34098559617996216,0.34098559617996216
0.7291243672370911,0.7291243672370911,0.3385511636734009,0.3385511636734009
0.7229780554771423,0.7229780554771423,0.3379357159137726,0.3379357159137726
0.7180598974227905,0.7180598974227905,0.338309645652771,0.338309645652771
0.7249802350997925,0.7249802350997925,0.3390910029411316,0.3390910029411316
0.6987928152084351,0.6987928152084351,0.338009238243103,0.338009238243103
0.7309126257896423,0.7309126257896423,0.3370218575000763,0.3370218575000763
0.7033288478851318,0.7033288478851318,0.33738914132118225,0.33738914132118225
0.7193784117698669,0.7193784117698669,0.33868831396102905,0.33868831396102905
0.7095522284507751,0.7095522284507751,0.33668234944343567,0.33668234944343567
0.7105045318603516,0.7105045318603516,0.3387768864631653,0.3387768864631653
0.6972911953926086,0.6972911953926086,0.3344053626060486,0.3344053626060486
0.7019763588905334,0.7019763588905334,0.3365788757801056,0.3365788757801056
0.7087411284446716,0.7087411284446716,0.3349190652370453,0.3349190652370453
0.7050678133964539,0.7050678133964539,0.3370320498943329,0.3370320498943329
0.6997396945953369,0.6997396945953369,0.33576297760009766,0.33576297760009766
0.6920136213302612,0.6920136213302612,0.33532676100730896,0.33532676100730896
0.7042543292045593,0.7042543292045593,0.3333967328071594,0.3333967328071594
0.693756639957428,0.693756639957428,0.33929240703582764,0.33929240703582764
0.7122439742088318,0.7122439742088318,0.33567726612091064,0.33567726612091064
0.6731710433959961,0.6731710433959961,0.33546197414398193,0.33546197414398193
0.6900894045829773,0.6900894045829773,0.3351181447505951,0.3351181447505951
0.7010701894760132,0.7010701894760132,0.33463120460510254,0.33463120460510254
0.6876695156097412,0.6876695156097412,0.3346233069896698,0.3346233069896698
0.6975710391998291,0.6975710391998291,0.3324236273765564,0.3324236273765564
0.676321268081665,0.676321268081665,0.33293673396110535,0.33293673396110535
0.6932957172393799,0.6932957172393799,0.332582026720047,0.332582026720047
0.686803936958313,0.686803936958313,0.33295878767967224,0.33295878767967224
0.6864317059516907,0.6864317059516907,0.3351743221282959,0.3351743221282959
0.6772607564926147,0.6772607564926147,0.33332210779190063,0.33332210779190063
0.6813197731971741,0.6813197731971741,0.33326098322868347,0.33326098322868347
0.6882508993148804,0.6882508993148804,0.3344227075576782,0.3344227075576782
0.6728091835975647,0.6728091835975647,0.331505686044693,0.331505686044693
0.6791327595710754,0.6791327595710754,0.331426203250885,0.331426203250885
0.6753965020179749,0.6753965020179749,0.3336758017539978,0.3336758017539978
0.6739357113838196,0.6739357113838196,0.3318333029747009,0.3318333029747009
0.6744287014007568,0.6744287014007568,0.33153021335601807,0.33153021335601807
0.6792981028556824,0.6792981028556824,0.33237236738204956,0.33237236738204956
0.6677109599113464,0.6677109599113464,0.334604412317276,0.334604412317276
0.669262707233429,0.669262707233429,0.3325292468070984,0.3325292468070984
0.670457661151886,0.670457661151886,0.3318926692008972,0.3318926692008972
0.6635867357254028,0.6635867357254028,0.3328631520271301,0.3328631520271301
0.6704044342041016,0.6704044342041016,0.32897716760635376,0.32897716760635376
0.6685564517974854,0.6685564517974854,0.33390143513679504,0.33390143513679504
0.6667511463165283,0.6667511463165283,0.33104851841926575,0.33104851841926575
0.6646910309791565,0.6646910309791565,0.32991427183151245,0.32991427183151245
0.6644243597984314,0.6644243597984314,0.33040758967399597,0.33040758967399597
0.6688932180404663,0.6688932180404663,0.3315674662590027,0.3315674662590027
0.6573312878608704,0.6573312878608704,0.3312586843967438,0.3312586843967438
0.6600221395492554,0.6600221395492554,0.33032307028770447,0.33032307028770447
0.6637572646141052,0.6637572646141052,0.32892462611198425,0.32892462611198425
0.6547728776931763,0.6547728776931763,0.32817211747169495,0.32817211747169495
0.6574591994285583,0.6574591994285583,0.332058310508728,0.332058310508728
0.6629465818405151,0.6629465818405151,0.3315136432647705,0.3315136432647705
0.6507393717765808,0.6507393717765808,0.32926642894744873,0.32926642894744873
